,date,A036570,A078340,A112040,A181710,A192080,A194480,A251270,A259960,A263750,A293490,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액,sma5,sma20,sma100,sma200
197,2019-06-04,457000,96900,16923,36828,65700,8530,123000,,39020,,917.16,-7.64,-0.83,,,,,,,916.372,926.546,922.8489999999999,
198,2019-06-05,459500,99500,16898,38184,67900,8630,124000,,39220,,925.53,8.37,0.91,,,,,,,920.2139999999999,925.338,923.0228999999999,
199,2019-06-07,459500,99900,17150,39018,66100,8760,119000,,40460,,924.89,-0.64,-0.07,,,,,,,922.344,925.5219999999999,922.9715,922.0444500000001
200,2019-06-10,474000,99300,17226,40949,68400,8990,122500,,41800,,951.24,26.35,2.85,,,,,,,928.7239999999999,925.7155,923.2487000000001,922.1429499999999
201,2019-06-11,469500,100000,17125,41470,68000,9010,121000,,41260,,943.99,-7.25,-0.76,,,,,,,932.5620000000001,924.874,923.3628,922.3167
202,2019-06-12,470000,99400,17706,41209,66200,9040,122000,,42300,,950.88,6.89,0.73,,,,,,,939.3060000000002,925.568,923.7503,922.3471499999999
203,2019-06-13,470500,98600,17403,42670,66300,9010,121500,,44280,,963.73,12.85,1.35,,,,,,,946.9459999999999,927.0219999999999,924.3369,922.5995000000001
204,2019-06-14,469500,98000,16999,41470,63100,8910,126500,,44840,,971.94,8.21,0.85,,,,,,,956.3560000000001,928.7909999999999,925.1193,922.8477
205,2019-06-17,468500,95700,16822,41366,63100,8610,126500,,45260,,971.99,0.05,0.01,,,,,,,960.506,930.8725000000001,925.9129,923.1518000000001
206,2019-06-18,457000,101600,16948,43557,64000,8650,127000,,44800,,970.04,-1.95,-0.2,,,,,,,965.716,933.7185,926.5878,923.29315
207,2019-06-19,466500,101100,17605,43400,64900,8730,125500,,44940,,974.21,4.17,0.43,,,,,,,970.382,936.1415,927.4145,923.5094
208,2019-06-20,484500,104800,17479,42618,65800,8530,126000,,45180,,987.79,13.58,1.39,,,,,,,975.1940000000001,938.7905000000001,928.3028999999999,923.6897
209,2019-06-21,485000,104700,17024,44026,65400,8800,126000,,44700,,985.09,-2.7,-0.27,,,,,,,977.824,941.8890000000001,929.2248999999999,923.81265
210,2019-06-24,481500,101600,17681,43139,63300,8830,129500,,44340,,984.0,-1.09,-0.11,,,,,,,980.226,945.426,930.21,923.90195
211,2019-06-25,474500,101200,17327,43244,62900,8750,122500,,42640,,954.89,-29.11,-2.96,,,,,,,977.1960000000001,947.932,930.7481,923.8975999999999
212,2019-06-26,475500,101600,16999,41314,62700,8680,121500,,42320,,946.73,-8.16,-0.85,,,,,,,971.7,949.4399999999999,931.2062000000001,923.81155
213,2019-06-27,481000,103100,16973,39644,60700,8460,122500,,42460,,952.02,5.29,0.56,,,,,,,964.546,951.725,931.7571999999999,923.7606999999999
214,2019-06-28,477000,101500,16670,40323,61900,8600,113000,,42460,,931.17,-20.85,-2.19,,,,,,,953.7620000000001,952.5715,932.0813,923.6464500000001
215,2019-07-01,468000,101600,16216,37714,61100,8520,100500,,40700,,887.94,-43.23,-4.64,,,,,,,934.55,951.0015000000001,932.0245,923.40485
216,2019-07-02,459000,99600,16165,37767,61400,8520,101500,,40940,,884.98,-2.96,-0.33,,,,,,,920.568,949.0105,931.8530000000001,923.0706
217,2019-07-03,468500,96700,15786,37297,61400,8240,100000,,39780,,877.28,-7.7,-0.87,,,,,,,906.6780000000001,947.0165,931.5493000000001,922.81265
218,2019-07-04,468500,96700,15559,36515,61400,8380,96600,,40080,,871.28,-6.0,-0.68,,,,,,,890.53,944.3040000000001,930.9727,922.52325
219,2019-07-05,480000,98100,16115,38340,61000,8600,96500,,39720,,879.99,8.71,1.0,,,,,,,880.2940000000001,942.059,930.5846,922.2127500000001
220,2019-07-08,478000,96600,15711,36723,59400,8530,93600,,39720,,868.43,-11.56,-1.31,,,,,,,876.392,937.9185,930.2703999999999,921.7855000000001
221,2019-07-09,484500,96000,15711,35680,59600,8350,98500,,39500,,878.56,10.13,1.17,,,,,,,875.108,934.6470000000002,929.8594,921.39965
222,2019-07-10,486500,95500,16241,35524,60300,8480,94100,,39800,,873.24,-5.32,-0.61,,,,,,,874.3,930.765,929.2215000000001,921.00625
223,2019-07-11,490500,97000,16393,34428,60500,8720,96500,,38500,,872.9,-0.34,-0.04,,,,,,,874.624,926.2235000000001,928.8441,920.5943500000001
224,2019-07-12,497500,96900,15357,34428,60700,8790,96400,,38260,,873.16,0.26,0.03,,,,,,,873.258,921.2845,928.4164999999999,920.27295
225,2019-07-15,497000,96200,14018,34480,60000,9150,93800,,37600,,860.46,-12.7,-1.45,,,,,,,871.664,915.708,927.8997,919.9082000000001
226,2019-07-16,500000,96100,14119,34532,60000,9000,91700,,37140,,856.22,-4.24,-0.49,,,,,,,867.1959999999999,910.017,927.3704999999999,919.5403
227,2019-07-17,493000,94400,13841,34272,59500,8760,89500,,37100,,845.66,-10.56,-1.23,,,,,,,861.6800000000001,903.5895,926.6862,919.0688
228,2019-07-18,495500,93400,13993,33124,59300,8600,92100,,36880,,848.1,2.44,0.29,,,,,,,856.72,896.6049999999999,926.0984,918.5509500000001
229,2019-07-19,502000,93000,14296,34480,59300,8780,92500,,36480,,851.61,3.51,0.41,,,,,,,852.4100000000001,889.9309999999999,925.4292,917.9847
230,2019-07-22,500000,93000,14145,33646,58800,8610,91000,,36020,,843.66,-7.95,-0.93,,,,,,,849.05,882.914,924.5518000000001,917.47375
231,2019-07-23,498500,93300,14624,33437,58500,8550,90900,,35480,,838.94,-4.72,-0.56,,,,,,,845.594,877.1164999999999,923.5875,916.9768
232,2019-07-24,493000,92100,14069,33854,58300,8160,91600,,34700,,831.33,-7.61,-0.91,,,,,,,842.7280000000001,871.3465,922.6809999999999,916.4034999999999
233,2019-07-25,490000,90500,13538,33072,58700,7900,91800,,34700,,827.66,-3.67,-0.44,,,,,,,838.64,865.1285,922.0041,915.8541499999999
234,2019-07-26,492000,91000,13589,33176,57800,8100,91600,,34320,,824.56,-3.1,-0.37,,,,,,,833.2299999999999,859.798,921.3663,915.2960499999999
235,2019-07-29,485000,88000,12957,32446,56500,7800,90600,,33080,,805.13,-19.43,-2.36,,,,,,,825.524,855.6574999999999,920.4878,914.71215
236,2019-07-30,481500,88200,13109,31820,57000,7660,90600,,33660,,807.6,2.47,0.31,,,,,,,819.256,851.7885,919.7092,914.0581500000001
237,2019-07-31,481500,88300,13488,32550,55900,7700,90800,,34320,,812.84,5.24,0.65,,,,,,,815.558,848.5665000000001,918.9933,913.4826
238,2019-08-01,502000,88900,13362,32081,56300,7700,90100,,34440,,821.71,8.87,1.09,,,,,,,814.368,846.088,918.161,913.10175
239,2019-08-02,520000,87500,13210,31924,56000,7290,90900,,34780,,833.12,11.41,1.39,,,,,,,816.08,843.7445,917.3913,912.7108499999999
240,2019-08-05,522000,81700,12023,30516,52600,6980,88300,,33200,,807.88,-25.24,-3.03,,,,,,,816.63,840.717,916.4248999999999,912.3191499999999
241,2019-08-06,508000,80900,11114,30620,52300,6980,88100,,32460,,793.13,-14.75,-1.83,,,,,,,813.7360000000001,836.4455,915.3611,911.79845
242,2019-08-07,511000,84300,13008,31403,54100,6990,88600,,32140,,800.34,7.21,0.91,,,,,,,811.236,832.8005,914.1764,911.3292
243,2019-08-08,520000,85100,13791,33072,56600,7260,89800,,34400,,827.94,27.6,3.45,,,,,,,812.482,830.5525,913.2078999999999,910.9780000000001
244,2019-08-09,528000,86200,13614,33124,55800,7330,90000,,34560,,833.05,5.11,0.62,,,,,,,812.4680000000001,828.5469999999999,912.5021,910.5868999999999
245,2019-08-12,524000,88800,13867,31820,54900,7340,90200,,35000,,835.04,1.99,0.24,,,,,,,817.9,827.2760000000001,911.8339,910.1647499999999
246,2019-08-13,522000,86800,13210,30881,54800,7500,84600,,35120,,820.51,-14.53,-1.74,,,,,,,823.376,825.4904999999999,911.1494,909.70075
247,2019-08-14,523000,88500,13261,30672,54700,7410,90700,,35160,,834.08,13.57,1.65,,,,,,,830.124,824.9114999999999,910.5518,909.3924
248,2019-08-16,518000,88300,13185,29629,52700,7240,88400,,34000,,816.52,-17.56,-2.11,,,,,,,827.8399999999999,823.3325000000001,909.8681,908.98875
249,2019-08-19,528000,91000,13665,30672,54900,7300,89000,,34400,,830.07,13.55,1.66,,,,,,,827.244,822.2555,909.1127,908.8743999999999
250,2019-08-20,539000,90500,14145,31403,56200,7100,93500,,35040,,851.64,21.57,2.6,,,,,,,830.564,822.6545,908.5804,909.03195
251,2019-08-21,536000,92100,14069,31142,55900,7120,93100,,35980,,855.93,4.29,0.5,,,,,,,837.6479999999999,823.5039999999999,907.7741000000001,909.0083
252,2019-08-22,539000,91000,13816,31768,57400,7210,94800,,35500,,860.29,4.36,0.51,,,,,,,842.89,824.952,907.0322,908.9158
253,2019-08-23,531000,90500,14827,31820,56500,7190,94200,,36840,,863.41,3.12,0.36,,,,,,,852.268,826.7395,906.4046999999998,908.8904000000001
254,2019-08-26,531000,87900,13841,31037,55200,6930,92600,,35000,,842.83,-20.58,-2.38,,,,,,,854.82,827.653,905.5715999999999,908.59125
255,2019-08-27,531000,91000,14069,31194,54900,7120,92900,,35980,,853.2,10.37,1.23,,,,,,,855.132,830.0565,904.5485000000001,908.3135000000001
256,2019-08-28,539000,92800,14271,31298,55400,7170,93700,,36520,,863.82,10.62,1.24,,,,,,,856.71,832.8675000000001,903.6244,908.1009000000001
257,2019-08-29,534000,94000,14372,31298,55400,7220,94300,,37200,,867.81,3.99,0.46,,,,,,,858.2139999999999,835.616,902.7334999999999,908.0046500000001
258,2019-08-30,537000,94000,15433,31663,55400,6950,94200,,38940,,882.1,14.29,1.65,,,,,,,861.952,838.6355,902.0533,907.9540499999999
259,2019-09-02,550000,97000,15534,31768,55700,6860,95100,,38740,,891.55,9.45,1.07,,,,,,,871.6960000000001,841.557,901.4862,907.90115
260,2019-09-03,550000,93600,15205,31768,55400,6860,95200,,38820,,889.7,-1.85,-0.21,,,,,,,878.9959999999999,845.6479999999999,900.7933,907.87735
261,2019-09-04,551000,94400,15256,32289,55400,6940,97400,,39680,,902.5,12.8,1.44,,,,,,,886.732,851.1165000000001,900.1094,907.9194499999999
262,2019-09-05,543000,94000,14877,31872,56700,7050,96900,,40000,,899.3,-3.2,-0.35,,,,,,,893.03,856.0645000000001,899.2977999999999,907.89375
263,2019-09-06,552000,93200,14877,31246,55600,7110,94900,,39800,,894.49,-4.81,-0.53,,,,,,,895.508,859.392,898.4428,907.7578
264,2019-09-09,552000,93500,15685,31142,55200,7120,96400,,40080,,899.85,5.36,0.6,,,,,,,897.168,862.732,897.6192,907.6858
265,2019-09-10,551000,94500,15635,31872,57600,7230,95800,,39320,,897.07,-2.78,-0.31,,,,,,,898.642,865.8335,896.7934,907.5583
266,2019-09-11,544000,94700,16014,32133,58200,7350,98300,,39080,,899.35,2.28,0.25,,,,,,,898.012,869.7755000000001,896.1483999999999,907.4182
267,2019-09-16,528000,95500,15837,31872,57800,7450,99000,,38400,,889.67,-9.68,-1.08,,,,,,,896.086,872.555,895.4581,907.2805000000001
268,2019-09-17,522000,95200,15357,31924,57900,7680,99000,,38460,,887.04,-2.63,-0.3,,,,,,,894.5959999999999,876.0809999999999,894.7797,907.11485
269,2019-09-18,524000,94300,15610,32967,57200,7870,98200,,38760,,888.64,1.6,0.18,,,,,,,892.354,879.0094999999999,894.2146,906.96125
270,2019-09-19,525000,94000,15711,32394,56700,7860,95700,,39200,,885.06,-3.58,-0.4,,,,,,,889.952,880.6805,893.6024000000001,906.6558499999999
271,2019-09-20,521000,95500,15433,32707,57800,7900,95700,,39420,,887.1,2.04,0.23,,,,,,,887.5020000000001,882.2389999999999,893.0933,906.33125
272,2019-09-23,522000,95400,15938,33124,56800,7820,97900,,39120,,890.23,3.13,0.35,,,,,,,887.6139999999999,883.7359999999999,892.6268000000001,905.9088
273,2019-09-24,527000,96200,15761,32967,56300,7800,98000,,39260,,893.93,3.7,0.42,,,,,,,888.992,885.262,892.1209,905.4763
274,2019-09-25,522000,94200,15382,32811,55400,7700,95100,,39420,,881.77,-12.16,-1.36,,,,,,,887.618,887.2090000000001,891.3143000000001,905.0128
275,2019-09-26,530000,94300,15584,33020,54700,7440,95400,,39660,,887.21,5.44,0.62,,,,,,,888.048,888.9095,890.7037999999999,904.6377500000001
276,2019-09-27,523000,94600,15332,32707,54400,7350,94100,,39800,,880.94,-6.27,-0.71,,,,,,,886.816,889.7655000000001,890.1019,904.27735
277,2019-09-30,521000,93300,15534,32498,55200,7380,94500,,39600,,879.7,-1.24,-0.14,,,,,,,884.71,890.36,889.6209999999999,903.9225499999999
278,2019-10-01,526000,94500,15635,33020,56100,7260,96600,,40180,,892.84,13.14,1.49,,,,,,,884.492,890.8970000000002,889.0525,903.83815
279,2019-10-02,510000,94800,15155,32811,55800,7280,92400,,41080,,882.6,-10.24,-1.15,,,,,,,884.6580000000001,890.4495000000001,888.6664,903.6764
280,2019-10-04,506000,93500,15029,32550,54000,7290,87400,,40600,,863.76,-18.84,-2.13,,,,,,,879.9680000000001,889.1524999999999,887.8303,903.5685000000001
281,2019-10-07,511000,93800,15155,32081,53000,7480,91600,,39800,,869.37,5.61,0.65,,,,,,,877.6539999999999,887.4960000000001,886.9158,903.5199
282,2019-10-08,521000,94100,15913,31872,53400,7460,95700,,39980,,884.76,15.39,1.77,,,,,,,878.6659999999999,886.769,886.3933999999999,903.4508500000001
283,2019-10-10,521000,93400,14852,32029,53400,7430,96200,,39940,,883.62,-1.14,-0.13,,,,,,,876.8219999999999,886.2254999999999,885.8831000000001,903.2860000000001
284,2019-10-11,516000,90800,15003,31924,52900,7440,92800,,40160,,872.21,-11.41,-1.29,,,,,,,874.744,884.8435000000002,885.2395999999999,903.2067999999999
285,2019-10-14,518000,91900,14321,32029,54300,7300,92100,,39920,,870.53,-1.68,-0.19,,,,,,,876.098,883.5165000000001,884.6412999999999,903.1756
286,2019-10-15,517000,91800,14195,31716,53900,7240,92200,,39540,,867.18,-3.35,-0.38,,,,,,,875.6600000000001,881.908,884.1819,903.1329999999999
287,2019-10-16,506000,91300,13867,31298,53500,7310,90400,,40000,,859.48,-7.7,-0.89,,,,,,,870.604,880.3985,883.5192,902.94195
288,2019-10-17,516000,90600,13917,31090,53500,7340,91400,,41340,,872.95,13.47,1.57,,,,,,,868.47,879.6940000000001,882.9005999999999,902.86395
289,2019-10-18,515000,90500,13639,30672,52800,7100,89600,,41500,,867.46,-5.49,-0.63,,,,,,,867.5200000000001,878.635,882.344,902.5654000000001
290,2019-10-21,534000,90800,13185,30411,52700,7170,90400,,41600,,876.25,8.79,1.01,,,,,,,868.664,878.1945,881.9739,902.2925
291,2019-10-22,524000,99600,13109,30620,53000,7140,90200,,41400,,878.24,1.99,0.23,,,,,,,870.876,877.7515000000001,881.7086,902.10205
292,2019-10-23,523000,100000,13134,30151,51800,7040,88600,,41100,,870.29,-7.95,-0.91,,,,,,,873.0380000000001,876.7545,881.2458,901.8072
293,2019-10-24,529000,99600,13084,30829,51000,7100,87000,,41660,,873.5,3.21,0.37,,,,,,,873.1479999999999,875.733,880.9176000000001,901.57935
294,2019-10-25,523000,100200,12856,30724,49650,7120,87500,,42600,,876.39,2.89,0.33,,,,,,,874.934,875.4640000000002,880.5391000000001,901.4507999999998
295,2019-10-28,513000,98000,12957,30464,47950,7060,87100,,42500,,867.98,-8.41,-0.96,,,,,,,873.28,874.5025000000002,880.0255000000001,901.3535
296,2019-10-29,513000,96600,13412,30098,48200,7080,86400,,42400,,865.36,-2.62,-0.3,,,,,,,870.7040000000001,873.7235000000001,879.4311,901.16015
297,2019-10-30,519000,93000,13412,29890,48400,7190,88000,,43760,,878.04,12.68,1.47,,,,,,,872.2540000000001,873.6404999999999,879.0399000000001,900.94445
298,2019-10-31,516000,98300,13286,30098,48000,7200,89900,,43320,,881.08,3.04,0.35,,,,,,,873.7700000000001,873.0525,878.5953999999999,900.80915
299,2019-11-01,538000,97100,13235,31090,50000,7210,88900,,44000,,893.54,12.46,1.41,,,,,,,877.2,873.5995,878.2819000000001,900.6267
300,2019-11-04,539000,99000,13917,31455,50300,7360,91800,,43000,,898.87,5.33,0.6,,,,,,,883.378,875.3550000000001,877.7581999999999,900.50345
301,2019-11-05,549000,99400,14018,31663,50300,7360,91800,,41580,,895.64,-3.23,-0.36,,,,,,,889.434,876.6685,877.2747,900.31875
302,2019-11-06,539000,99200,14599,32602,50800,7320,94100,,40600,,894.01,-1.63,-0.18,,,,,,,892.628,877.131,876.706,900.22815
303,2019-11-07,540000,97000,14220,32289,50300,7330,92700,,39380,,880.83,-13.18,-1.47,,,,,,,892.5780000000001,876.9915000000001,875.877,900.1069499999999
304,2019-11-08,529000,99800,14347,33489,50800,7400,94000,,39980,,886.85,6.02,0.68,,,,,,,891.2400000000001,877.7234999999998,875.0261,900.0727
305,2019-11-11,522000,98000,13917,33228,51000,7440,91100,,40800,,879.38,-7.47,-0.84,,,,,,,887.342,878.1659999999999,874.1,900.0064500000001
306,2019-11-12,534000,103200,14321,33437,50200,7440,92700,,41200,,895.24,15.86,1.8,,,,,,,887.2620000000001,879.5690000000001,873.352,899.9698999999999
307,2019-11-13,523000,103700,14119,33280,49300,7370,88800,,40960,,878.92,-16.32,-1.82,,,,,,,884.2439999999999,880.5409999999999,872.3991000000001,899.9068000000001
308,2019-11-14,526000,103000,14018,32915,48650,7150,88900,,39800,,871.78,-7.14,-0.81,,,,,,,882.434,880.4824999999998,871.239,899.77095
309,2019-11-15,549000,102300,14195,33228,50400,7170,90000,,39680,,885.22,13.44,1.54,,,,,,,882.108,881.3705,870.2403000000002,899.7326
310,2019-11-18,553000,103600,14372,33698,50000,7250,90100,,38320,,880.9,-4.32,-0.49,,,,,,,882.4119999999999,881.6030000000001,869.2093000000001,899.70965
311,2019-11-19,561000,102000,13943,33854,50000,7280,87800,,37500,,871.62,-9.28,-1.05,,,,,,,877.6880000000001,881.2719999999999,868.3766,899.56235
312,2019-11-20,556000,100000,13362,33646,49350,7200,87800,,36220,,857.97,-13.65,-1.57,,,,,,,873.4979999999999,880.6560000000002,867.4889999999999,899.3475999999999
313,2019-11-21,541000,98500,12932,32655,48100,7640,87000,,35580,,841.13,-16.84,-1.96,,,,,,,867.368,879.0375,866.3801000000001,899.06865
314,2019-11-22,533000,101000,13235,32759,48050,7520,88200,,35580,,843.31,2.18,0.26,,,,,,,858.9860000000001,877.3834999999999,865.5015,898.7914
315,2019-11-25,535000,102500,13791,32707,49300,7740,89600,,36120,,854.1,10.79,1.28,,,,,,,853.626,876.6894999999998,865.1631000000001,898.5938000000001
316,2019-11-26,521000,100200,14473,32915,49100,7610,90200,,36240,,850.0,-4.1,-0.48,,,,,,,849.302,875.9214999999998,864.8133,898.33315
317,2019-11-27,505000,100100,14498,34793,48800,7630,89100,,37160,,848.55,-1.45,-0.17,,,,,,,847.418,874.4470000000001,864.526,898.03765
318,2019-11-28,499000,100300,14145,34741,48700,7670,89000,,36540,,841.99,-6.56,-0.77,,,,,,,847.5899999999999,872.4925,864.2330999999999,897.6029000000001
319,2019-11-29,493000,100800,14650,35315,48250,7660,88000,,37060,,841.56,-0.43,-0.05,,,,,,,847.24,869.8934999999999,863.8487999999999,897.2167000000002
320,2019-12-02,487000,99300,15306,35106,47000,7590,89400,,37920,,845.64,4.08,0.48,,,,,,,845.548,867.232,863.6209,896.94565
321,2019-12-03,485000,100200,15155,35263,47800,7590,88700,,37700,,842.65,-2.99,-0.35,,,,,,,844.0779999999999,864.5825000000001,863.2618000000001,896.5606
322,2019-12-04,500000,100900,14624,35315,47700,7400,88700,,38340,,851.64,8.99,1.07,,,,,,,844.6959999999999,862.4640000000002,863.0458,896.1336500000001
323,2019-12-05,502000,103000,14271,34585,46700,7490,86800,,38340,,846.92,-4.72,-0.55,,,,,,,845.682,860.7684999999999,862.7860000000001,895.8150499999999
324,2019-12-06,539000,104200,14448,34428,46400,7580,87900,,38800,,869.29,22.37,2.64,,,,,,,851.2279999999998,859.8904999999999,862.7473,895.5819
325,2019-12-09,540000,104800,15382,34532,45100,7560,86500,,37900,,861.9,-7.39,-0.85,,,,,,,854.4799999999999,859.0165000000001,862.7617,895.3307
326,2019-12-10,540000,104800,15155,34219,46250,7500,87200,,37540,,861.5,-0.4,-0.05,,,,,,,858.25,857.3295,862.8145000000001,895.0925
327,2019-12-11,545000,102700,15963,34167,47400,7420,88300,,36920,,863.32,1.82,0.21,,,,,,,860.586,856.5495000000001,862.9911,894.83865
328,2019-12-12,536000,105200,15887,34115,47450,7420,89200,,38500,,871.79,8.47,0.98,,,,,,,865.5599999999998,856.55,863.2280000000001,894.6632000000001
329,2019-12-13,538000,106500,15963,34741,48500,7420,90300,,38400,,877.48,5.69,0.65,,,,,,,867.198,856.1630000000001,863.4866999999999,894.45795
330,2019-12-16,542000,104400,15458,34689,48300,7410,90500,,37640,,871.93,-5.55,-0.63,,,,,,,869.2040000000001,855.7145,863.7693999999999,894.1605999999999
331,2019-12-17,539000,107600,15079,34689,48350,7380,90700,,37800,,873.89,1.96,0.22,,,,,,,871.682,855.8280000000001,864.1188999999999,893.8531999999999
332,2019-12-18,541000,105900,14827,34950,48050,7370,90100,,36900,,866.47,-7.42,-0.85,,,,,,,872.3119999999999,856.253,864.4703,893.57565
333,2019-12-19,533000,107000,15256,35211,48050,7420,89300,,36720,,862.78,-3.69,-0.43,,,,,,,870.51,857.3354999999999,864.8214999999999,893.4128
334,2019-12-20,539000,105600,14776,34480,48000,7450,89200,,36960,,863.54,0.76,0.09,,,,,,,867.722,858.347,865.2113,893.2888
335,2019-12-23,540000,106200,14953,34063,47900,7380,91900,,37200,,871.38,7.84,0.91,,,,,,,867.6120000000001,859.211,865.8738000000001,893.1808
336,2019-12-24,533000,105300,14902,33646,48050,7320,91700,,36800,,864.33,-7.05,-0.81,,,,,,,865.7,859.9275,866.4411,893.07515
337,2019-12-26,537000,109000,14953,33593,48250,7350,90400,,37700,,872.04,7.71,0.89,,,,,,,866.814,861.1020000000001,867.0331,893.0132000000001
338,2019-12-27,541000,108000,14801,34115,49600,7360,90200,,37380,,872.04,0.0,0.0,,,,,,,868.6659999999999,862.6045,867.5364,892.8487000000001
339,2019-12-30,541000,107500,14978,34845,49850,7290,92400,,37040,,876.43,4.39,0.5,,,,,,,871.244,864.348,867.9694999999999,892.6804000000001
340,2020-01-02,541000,104500,14953,34376,49800,7410,90300,,36480,,864.57,-11.86,-1.35,,,,,,,869.882,865.2945,868.5364,892.48065
341,2020-01-03,565000,103900,15559,34324,50100,7430,90600,,37140,,878.99,14.42,1.67,,,,,,,872.814,867.1115,869.395,892.37805
342,2020-01-06,579000,100500,14801,33593,48950,7370,87800,,36160,,865.72,-13.27,-1.51,,,,,,,871.55,867.8154999999999,870.0488,892.1125999999999
343,2020-01-07,594000,102500,14877,34689,50600,7500,89100,,36000,,878.45,12.73,1.47,,,,,,,872.832,869.392,870.5539,891.8809000000001
344,2020-01-08,604000,100800,14044,34272,49350,7410,87300,,36600,,876.24,-2.21,-0.25,,,,,,,872.7940000000001,869.7395,870.9858,891.74395
345,2020-01-09,608000,102500,15812,35941,50900,7610,89000,,37220,,893.89,17.65,2.01,,,,,,,878.658,871.3389999999999,871.5743000000001,891.7040999999999
346,2020-01-10,608000,101500,17933,38914,51300,7690,89700,,38300,,909.09,15.2,1.7,,,,,,,884.6780000000001,873.7185,872.4600999999999,891.8047499999999
347,2020-01-13,614000,105600,17984,40166,53600,7830,96500,,39700,,942.6,33.51,3.69,,,,,,,900.0539999999999,877.6824999999999,873.5453000000001,892.04855
348,2020-01-14,610000,108200,17782,40323,53000,7870,98300,,39860,,947.49,4.89,0.52,,,,,,,913.8620000000001,881.4675000000001,874.855,892.36155
349,2020-01-15,619000,106800,17731,41209,53400,7880,98900,,39000,,947.61,0.12,0.01,,,,,,,928.1360000000001,884.9740000000002,876.0304,892.57155
350,2020-01-16,632000,109000,18161,41314,52200,7990,98100,,38020,,947.13,-0.48,-0.05,,,,,,,938.784,888.734,876.9852999999999,892.78285
351,2020-01-17,631000,107900,18110,39905,52200,8090,95200,,38940,,942.91,-4.22,-0.45,,,,,,,945.548,892.1849999999998,877.8551000000001,892.8146
352,2020-01-20,630000,106100,17100,39644,50500,8500,94600,,36840,,923.66,-19.25,-2.04,,,,,,,941.76,895.0445,878.4887999999999,892.7605
353,2020-01-21,632000,106500,17226,39592,50300,8690,93600,,36360,,918.47,-5.19,-0.56,,,,,,,935.9559999999999,897.829,879.0394,892.72205
354,2020-01-22,643000,108800,17580,39592,50300,8620,94100,,36660,,928.77,10.3,1.12,,,,,,,932.1879999999999,901.0905,879.8988,892.7352000000001
355,2020-01-23,646000,108400,18994,39644,49700,8640,96400,,38660,,948.28,19.51,2.1,,,,,,,932.418,904.9354999999999,880.8495999999999,892.6990499999999
356,2020-01-28,644000,104300,18060,38549,48350,8300,91900,,37100,,918.75,-29.53,-3.11,,,,,,,927.586,907.6564999999998,881.3989,892.5116499999999
357,2020-01-29,649000,105700,17302,40270,49100,8030,91100,,37100,,922.53,3.78,0.41,,,,,,,927.36,910.1810000000002,881.9461,892.3398
358,2020-01-30,655000,105000,16443,40479,48350,7700,88900,,36500,,913.55,-8.98,-0.97,,,,,,,926.376,912.2565000000001,882.2606,892.1569499999999
359,2020-01-31,636000,101800,16165,39384,47250,7700,89600,,36320,,900.77,-12.78,-1.4,,,,,,,920.7760000000001,913.4735000000001,882.3528,891.9195
360,2020-02-03,640000,101900,16064,39279,47050,7890,90700,,36460,,906.14,5.37,0.6,,,,,,,912.348,915.552,882.5172,891.6552499999999
361,2020-02-04,656000,102800,16670,40949,48350,8030,91900,,36820,,922.82,16.68,1.84,,,,,,,913.162,917.7434999999999,882.7203999999999,891.4149000000001
362,2020-02-05,657000,102500,15963,40583,47200,7950,90600,,36320,,914.97,-7.85,-0.85,,,,,,,911.65,920.2060000000001,882.8770999999999,891.08745
363,2020-02-06,670000,105500,15938,40688,49300,7870,94400,,37580,,940.46,25.49,2.79,,,,,,,917.0319999999999,923.3065,883.3368,890.8897999999999
364,2020-02-07,672000,104400,15938,39488,48000,7790,93500,,38000,,938.06,-2.4,-0.26,,,,,,,924.49,926.3974999999998,883.7189,890.66905
365,2020-02-10,648000,105000,16190,39227,48350,7750,93900,,37860,,930.01,-8.05,-0.86,,,,,,,929.2639999999999,928.2035,884.0483,890.42085
366,2020-02-11,644000,107000,16645,39123,48300,7720,94100,,38300,,934.24,4.23,0.45,,,,,,,931.548,929.4609999999999,884.3972,890.2728
367,2020-02-12,650000,107600,16569,38184,47600,7620,94900,,37780,,933.56,-0.68,-0.07,,,,,,,935.266,929.009,884.8361,890.1471
368,2020-02-13,629000,106300,16721,37610,47300,7880,93400,,38280,,922.15,-11.41,-1.22,,,,,,,931.6039999999999,927.742,885.1871999999998,889.9834500000001
369,2020-02-14,657000,103800,16292,37193,46400,7800,97700,,36200,,927.75,5.6,0.61,,,,,,,929.542,926.749,885.5782999999999,889.8964500000001
370,2020-02-17,658000,103300,16519,37558,46700,7890,95700,,35840,,922.91,-4.84,-0.52,,,,,,,928.122,925.5380000000001,885.9567999999999,889.7796000000001
371,2020-02-18,655000,102500,16999,37454,46300,7760,94500,,35880,,918.06,-4.85,-0.53,,,,,,,924.8859999999999,924.2955,886.2664,889.67985
372,2020-02-19,687000,103800,17731,38705,45600,7790,94300,,36800,,939.42,21.36,2.33,,,,,,,926.058,925.0835000000001,886.7582999999998,889.6925499999999
373,2020-02-20,676000,102000,17226,38653,46250,7870,93100,,36240,,926.8,-12.62,-1.34,,,,,,,926.988,925.5,887.087,889.60395
374,2020-02-21,669000,101100,16822,38132,45650,7860,92300,,36200,,918.73,-8.07,-0.87,,,,,,,925.184,924.9979999999999,887.4566,889.38545
