date,A036570,A078340,A112040,A181710,A192080,A194480,A251270,A259960,A263750,A293490,종가,PA_A036570,PA_A078340,PA_A112040,PA_A181710,PA_A192080,PA_A194480,PA_A251270,PA_A259960,PA_A263750,PA_A293490,PA_종가,LPA_A036570,LPA_A078340,LPA_A112040,LPA_A181710,LPA_A192080,LPA_A194480,LPA_A251270,LPA_A259960,LPA_A263750,LPA_A293490,LPA_종가,AM_A036570,AM_A078340,AM_A112040,AM_A181710,AM_A192080,AM_A194480,AM_A251270,AM_A259960,AM_A263750,AM_A293490,AM_종가,RM_A036570,RM_A078340,RM_A112040,RM_A181710,RM_A192080,RM_A194480,RM_A251270,RM_A259960,RM_A263750,RM_A293490
2022-02-28,443500,109900,109100,35500,49500,56900,102500,295000,95100,73500,1104.15,-0.455828221,-0.031718062,3.218218373,-0.105725873,-0.209265176,-0.297530864,-0.237918216,-0.350220264,0.352773826,-0.121863799,-0.271361261,-0.608490311,-0.032231976,1.439412852,-0.111742922,-0.234792609,-0.353153814,-0.2717014,-0.431121842,0.302157171,-0.129953571,-0.316577226,-0.001126126,0.012903226,0.070657507,0,0.004056795,-0.006980803,0,0.038732394,0.004223865,0.013793103,0.009674735,-0.010800861,0.003228491,0.060982772,-0.009674735,-0.00561794,-0.016655538,-0.009674735,0.029057659,-0.00545087,0.004118368
2022-03-02,452000,115100,109200,37600,50300,57800,103000,298000,100600,75500,1126.77,-0.445398773,0.014096916,3.222084751,-0.052825151,-0.196485623,-0.286419753,-0.234200743,-0.343612335,0.431009957,-0.097968937,-0.256434115,-0.589505933,0.013998479,1.440329023,-0.054271568,-0.218760201,-0.337460379,-0.266835211,-0.421003712,0.358380459,-0.103106321,-0.296297902,0.019165727,0.047315742,0.00091659,0.05915493,0.016161616,0.015817223,0.004878049,0.010169492,0.057833859,0.027210884,0.020486347,-0.00132062,0.026829395,-0.019569757,0.038668583,-0.004324731,-0.004669124,-0.015608298,-0.010316855,0.037347512,0.006724537
2022-03-03,459500,115900,108600,37150,50800,58600,104500,298500,101600,75600,1137.92,-0.436196319,0.021145374,3.198886483,-0.06416102,-0.188498403,-0.27654321,-0.223048327,-0.342511013,0.445234708,-0.096774194,-0.249076127,-0.573049171,0.020924913,1.434819367,-0.066311847,-0.208868924,-0.323714458,-0.252377128,-0.419327265,0.368271736,-0.101782694,-0.286451,0.01659292,0.006950478,-0.005494505,-0.011968085,0.009940358,0.01384083,0.014563107,0.001677852,0.009940358,0.001324503,0.009895542,0.006697378,-0.002945064,-0.015390048,-0.021863627,4.48E-05,0.003945288,0.004667565,-0.00821769,4.48E-05,-0.008571039
2022-03-04,437000,111000,102200,35800,50300,57100,101500,282500,98500,72600,1092.7,-0.463803681,-0.022026432,2.951438293,-0.098168627,-0.196485623,-0.295061728,-0.24535316,-0.377753304,0.40113798,-0.132616487,-0.278917221,-0.623254918,-0.022272636,1.374079637,-0.103327725,-0.218760201,-0.349645038,-0.281505401,-0.474418647,0.337284749,-0.142274056,-0.327001337,-0.048966268,-0.042277826,-0.05893186,-0.036339166,-0.00984252,-0.02559727,-0.028708134,-0.05360134,-0.030511811,-0.03968254,-0.039739173,-0.009227094,-0.002538652,-0.019192687,0.003400008,0.029896654,0.014141904,0.011031039,-0.013862167,0.009227362,5.66E-05
2022-03-07,424500,107800,99800,35300,49850,54900,100000,271000,100700,70300,1069.69,-0.479141104,-0.050220264,2.858645221,-0.110764038,-0.203674121,-0.322222222,-0.256505576,-0.4030837,0.432432432,-0.160095579,-0.294101732,-0.652276107,-0.051525178,1.350316143,-0.117392654,-0.227746782,-0.388935806,-0.296394013,-0.515978377,0.359374001,-0.174467179,-0.348284148,-0.028604119,-0.028828829,-0.023483366,-0.01396648,-0.008946322,-0.038528897,-0.014778325,-0.040707965,0.022335025,-0.031680441,-0.02105793,-0.007546189,-0.007770899,-0.002425436,0.007091449,0.012111608,-0.017470967,0.006279605,-0.019650035,0.043392955,-0.010622511
2022-03-08,430500,107200,101400,34800,49800,54200,101500,273500,103600,71200,1083.24,-0.471779141,-0.055506608,2.920507269,-0.123359448,-0.204472843,-0.330864198,-0.24535316,-0.397577093,0.473684211,-0.149342891,-0.285159962,-0.638240789,-0.057106588,1.366221051,-0.131658231,-0.228750294,-0.401768246,-0.281505401,-0.506795576,0.387765531,-0.161746159,-0.335696484,0.014134276,-0.005565863,0.016032064,-0.014164306,-0.001003009,-0.012750455,0.015,0.009225092,0.028798411,0.012802276,0.012667221,0.001467054,-0.018233084,0.003364843,-0.026831527,-0.01367023,-0.025417677,0.002332779,-0.003442129,0.01613119,0.000135055
2022-03-10,443500,116000,103400,36400,50600,57300,105000,295000,104500,74300,1128.21,-0.455828221,0.022026432,2.997834828,-0.083054135,-0.191693291,-0.292592593,-0.219330855,-0.350220264,0.486486486,-0.112305854,-0.255483845,-0.608490311,0.021787354,1.385752922,-0.086706843,-0.212813702,-0.346148531,-0.247603849,-0.431121842,0.396415273,-0.119128026,-0.295020729,0.030197445,0.082089552,0.019723866,0.045977011,0.016064257,0.057195572,0.034482759,0.078610603,0.008687259,0.043539326,0.041514346,-0.011316901,0.040575206,-0.02179048,0.004462666,-0.025450089,0.015681226,-0.007031587,0.037096257,-0.032827087,0.00202498
2022-03-11,452000,114600,103700,37700,51000,57000,108000,285000,98500,74800,1127.97,-0.445398773,0.00969163,3.009433962,-0.050306068,-0.185303514,-0.296296296,-0.197026022,-0.372246696,0.40113798,-0.106332139,-0.255642224,-0.589505933,0.009644967,1.388650075,-0.051615524,-0.204939645,-0.351397887,-0.219432972,-0.465608018,0.337284749,-0.112421093,-0.295233478,0.019165727,-0.012068966,0.002901354,0.035714286,0.007905138,-0.005235602,0.028571429,-0.033898305,-0.057416268,0.006729475,-0.000212726,0.019378454,-0.011856239,0.00311408,0.035927012,0.008117865,-0.005022876,0.028784155,-0.033685579,-0.057203542,0.006942201
2022-03-14,444500,113500,97900,36500,50200,54700,106000,281000,98000,73200,1107.68,-0.454601227,0,2.78518404,-0.080535053,-0.198083067,-0.324691358,-0.211895911,-0.381057269,0.394025605,-0.125448029,-0.269031781,-0.606238058,0,1.331094509,-0.083963357,-0.220750251,-0.392585445,-0.238125105,-0.479742529,0.33219568,-0.134043557,-0.313385297,-0.01659292,-0.009598604,-0.055930569,-0.031830239,-0.015686275,-0.040350877,-0.018518519,-0.014035088,-0.005076142,-0.021390374,-0.017988067,0.001395147,0.008389463,-0.037942502,-0.013842172,0.002301793,-0.02236281,-0.000530451,0.003952979,0.012911925,-0.003402307
2022-03-15,440000,109600,94200,35000,50300,53800,109500,277500,94500,73100,1104.29,-0.460122699,-0.034361233,2.642128054,-0.118321284,-0.196485623,-0.335802469,-0.185873606,-0.38876652,0.344238976,-0.126642772,-0.271268873,-0.616413386,-0.034965462,1.292568141,-0.125927557,-0.218760201,-0.409175688,-0.20563965,-0.492276265,0.295828036,-0.135410611,-0.31645044,-0.010123735,-0.034361233,-0.037793667,-0.04109589,0.001992032,-0.016453382,0.033018868,-0.012455516,-0.035714286,-0.00136612,-0.003060451,-0.007063284,-0.031300783,-0.034733216,-0.03803544,0.005052483,-0.013392931,0.036079319,-0.009395065,-0.032653835,0.00169433
2022-03-16,440000,115300,94900,35750,51000,55000,109000,281500,98300,75200,1114.54,-0.460122699,0.015859031,2.6691927,-0.099428168,-0.185303514,-0.320987654,-0.189591078,-0.379955947,0.39829303,-0.101553166,-0.264504804,-0.616413386,0.01573459,1.299971665,-0.104725349,-0.204939645,-0.387115969,-0.210216317,-0.47796475,0.335252228,-0.107087747,-0.307211271,0,0.052007299,0.007430998,0.021428571,0.013916501,0.022304833,-0.00456621,0.014414414,0.04021164,0.02872777,0.009281982,-0.009281982,0.042725317,-0.001850984,0.012146589,0.004634519,0.013022851,-0.013848192,0.005132432,0.030929658,0.019445788
2022-03-17,467000,118500,100300,36400,51700,58000,109000,284000,101700,78300,1144.58,-0.426993865,0.044052863,2.877977111,-0.083054135,-0.174121406,-0.283950617,-0.189591078,-0.374449339,0.446657183,-0.064516129,-0.244681132,-0.556858856,0.043110124,1.355313655,-0.086706843,-0.191307497,-0.334006144,-0.210216317,-0.46912296,0.369255504,-0.066691374,-0.280615277,0.061363636,0.027753686,0.056902002,0.018181818,0.01372549,0.054545455,0,0.008880995,0.034587996,0.041223404,0.026952824,0.034410813,0.000800862,0.029949179,-0.008771005,-0.013227333,0.027592631,-0.026952824,-0.018071829,0.007635172,0.014270581
2022-03-18,467000,119200,102000,36650,51400,59100,110000,286000,106900,81000,1157.63,-0.426993865,0.050220264,2.943705537,-0.07675643,-0.178913738,-0.27037037,-0.182156134,-0.370044053,0.520625889,-0.032258065,-0.236069317,-0.556858856,0.048999918,1.372120773,-0.07986219,-0.197127106,-0.31521823,-0.201083833,-0.462105387,0.419122019,-0.032789823,-0.269278223,0,0.005907173,0.016949153,0.006868132,-0.005802708,0.018965517,0.009174312,0.007042254,0.051130777,0.034482759,0.011401562,-0.011401562,-0.005494389,0.00554759,-0.00453343,-0.01720427,0.007563955,-0.00222725,-0.004359309,0.039729215,0.023081196
2022-03-21,463500,119200,99500,35950,51400,58100,108500,276000,105300,78100,1135.74,-0.431288344,0.050220264,2.847046087,-0.094390004,-0.178913738,-0.282716049,-0.19330855,-0.392070485,0.497866287,-0.066905615,-0.250514729,-0.564381728,0.048999918,1.347305604,-0.099146534,-0.197127106,-0.332283491,-0.214814026,-0.497696332,0.40404162,-0.069248921,-0.288368614,-0.007494647,0,-0.024509804,-0.019099591,0,-0.016920474,-0.013636364,-0.034965035,-0.014967259,-0.035802469,-0.018909323,0.011414677,0.018909323,-0.005600481,-0.000190267,0.018909323,0.00198885,0.00527296,-0.016055712,0.003942064,-0.016893146
2022-03-22,463000,118500,103000,36500,51400,58400,109000,279000,106500,78400,1142.8,-0.43190184,0.044052863,2.982369316,-0.080535053,-0.178913738,-0.279012346,-0.189591078,-0.385462555,0.514935989,-0.063321386,-0.24585577,-0.565461059,0.043110124,1.381876948,-0.083963357,-0.197127106,-0.327133265,-0.210216317,-0.486885416,0.415373186,-0.06541505,-0.282171643,-0.001078749,-0.005872483,0.035175879,0.015299026,0,0.005163511,0.004608295,0.010869565,0.011396011,0.003841229,0.006216211,-0.00729496,-0.012088695,0.028959668,0.009082815,-0.006216211,-0.0010527,-0.001607917,0.004653354,0.0051798,-0.002374982
2022-03-23,469000,117300,103300,37000,51300,58400,112000,283000,107600,80500,1161.68,-0.424539877,0.033480176,2.99396845,-0.067939643,-0.180511182,-0.279012346,-0.167286245,-0.376651982,0.530583215,-0.03823178,-0.233396685,-0.552585345,0.032931919,1.384785336,-0.070357705,-0.199074526,-0.327133265,-0.183065328,-0.4726503,0.425648849,-0.038981793,-0.265785801,0.012958963,-0.010126582,0.002912621,0.01369863,-0.001945525,0,0.027522936,0.014336918,0.010328638,0.026785714,0.016520826,-0.003561863,-0.026647408,-0.013608205,-0.002822196,-0.018466351,-0.016520826,0.01100211,-0.002183908,-0.006192188,0.010264888
2022-03-24,462500,119600,107300,37000,51600,60400,110000,280500,107600,74900,1146.96,-0.432515337,0.053744493,3.148623569,-0.067939643,-0.17571885,-0.254320988,-0.182156134,-0.38215859,0.530583215,-0.105137395,-0.243110548,-0.566541556,0.052350005,1.422776609,-0.070357705,-0.193243606,-0.29346005,-0.201083833,-0.481523473,0.425648849,-0.111085087,-0.278538071,-0.013859275,0.019607843,0.038722168,0,0.005847953,0.034246575,-0.017857143,-0.008833922,0,-0.069565217,-0.012671304,-0.001187971,0.032279147,0.051393472,0.012671304,0.018519257,0.046917879,-0.005185839,0.003837381,0.012671304,-0.056893914
2022-03-25,463500,119300,102600,36800,51500,60000,109500,278500,105300,76900,1141.91,-0.431288344,0.051101322,2.966903805,-0.072977807,-0.177316294,-0.259259259,-0.185873606,-0.386563877,0.497866287,-0.081242533,-0.246443089,-0.564381728,0.049838492,1.377985892,-0.075777773,-0.19518347,-0.300104592,-0.20563965,-0.488679139,0.40404162,-0.084733101,-0.282950735,0.002162162,-0.002508361,-0.043802423,-0.005405405,-0.001937984,-0.006622517,-0.004545455,-0.007130125,-0.021375465,0.02670227,-0.004402943,0.006565106,0.001894582,-0.03939948,-0.001002462,0.002464959,-0.002219573,-0.000142511,-0.002727181,-0.016972521,0.031105213
2022-03-28,457000,116700,99900,37000,51800,58400,110000,271500,100100,76500,1125.53,-0.439263804,0.028193833,2.862511599,-0.067939643,-0.172523962,-0.279012346,-0.182156134,-0.401982379,0.423897582,-0.086021505,-0.257252402,-0.578504722,0.027803702,1.351317645,-0.070357705,-0.189375129,-0.327133265,-0.201083833,-0.514135059,0.353397888,-0.089948237,-0.297398999,-0.014023732,-0.021793797,-0.026315789,0.005434783,0.005825243,-0.026666667,0.00456621,-0.02513465,-0.049382716,-0.00520156,-0.014344388,0.000320655,-0.007449409,-0.011971402,0.019779171,0.020169631,-0.012322279,0.018910598,-0.010790262,-0.035038328,0.009142827
2022-03-29,462000,118700,100300,36900,51600,63300,110000,273000,100600,80200,1135.93,-0.433128834,0.045814978,2.877977111,-0.070458725,-0.17571885,-0.218518519,-0.182156134,-0.398678414,0.431009957,-0.04181601,-0.250389346,-0.567623222,0.044796465,1.355313655,-0.073064067,-0.193243606,-0.246563826,-0.201083833,-0.508625403,0.358380459,-0.042715463,-0.288201336,0.010940919,0.017137961,0.004004004,-0.002702703,-0.003861004,0.08390411,0,0.005524862,0.004995005,0.048366013,0.009240091,0.001700828,0.007897869,-0.005236087,-0.011942794,-0.013101095,0.074664018,-0.009240091,-0.003715229,-0.004245086,0.039125922
2022-03-30,465000,117600,100000,37400,52100,63900,111000,272500,101600,78700,1139.45,-0.429447853,0.036123348,2.866377977,-0.057863315,-0.167731629,-0.211111111,-0.17472119,-0.399779736,0.445234708,-0.059737157,-0.248066466,-0.561150708,0.035486199,1.352318146,-0.059604914,-0.183600329,-0.237129793,-0.192033998,-0.510458584,0.368271736,-0.061595822,-0.285107345,0.006493506,-0.00926706,-0.002991027,0.013550136,0.009689922,0.009478673,0.009090909,-0.001831502,0.009940358,-0.018703242,0.003098782,0.003394724,-0.012365842,-0.006089809,0.010451353,0.00659114,0.00637989,0.005992127,-0.004930284,0.006841575,-0.021802024
2022-03-31,467500,110900,103500,36850,51600,62700,111500,275500,99500,78300,1142.61,-0.426380368,-0.022907489,3.001701206,-0.071718266,-0.17571885,-0.225925926,-0.171003717,-0.393171806,0.415362731,-0.064516129,-0.245981153,-0.555788765,-0.023173943,1.386719572,-0.074419999,-0.193243606,-0.256087707,-0.187539608,-0.499509569,0.347385845,-0.066691374,-0.282337915,0.005376344,-0.056972789,0.035,-0.014705882,-0.009596929,-0.018779343,0.004504505,0.011009174,-0.020669291,-0.005082592,0.002773268,0.002603076,-0.059746057,0.032226732,-0.01747915,-0.012370197,-0.021552611,0.001731237,0.008235907,-0.023442559,-0.00785586
2022-04-01,467000,111000,100600,36800,51300,67100,108000,278000,101300,79000,1136.98,-0.426993865,-0.022026432,2.889576245,-0.072977807,-0.180511182,-0.171604938,-0.197026022,-0.387665198,0.440967283,-0.056152927,-0.249696442,-0.556858856,-0.022272636,1.358300217,-0.075777773,-0.199074526,-0.188265111,-0.219432972,-0.490476084,0.365314612,-0.057791125,-0.28727741,-0.001069519,0.000901713,-0.028019324,-0.001356852,-0.005813953,0.070175439,-0.031390135,0.00907441,0.018090452,0.008939974,-0.004927316,0.003857797,0.005829029,-0.023092008,0.003570463,-0.000886638,0.075102754,-0.026462819,0.014001726,0.023017768,0.01386729
2022-04-04,476000,113900,103300,37100,52400,71400,109500,298500,104200,78800,1171.85,-0.41595092,0.003524229,2.99396845,-0.065420561,-0.162939297,-0.118518519,-0.185873606,-0.342511013,0.482219061,-0.058542413,-0.226685408,-0.537770259,0.003518034,1.384785336,-0.067658648,-0.177858687,-0.126151285,-0.20563965,-0.419327265,0.393540331,-0.060325981,-0.257069338,0.019271949,0.026126126,0.026838966,0.008152174,0.021442495,0.064083458,0.013888889,0.073741007,0.028627838,-0.002531646,0.030668965,-0.011397017,-0.004542839,-0.003829999,-0.022516791,-0.00922647,0.033414492,-0.016780076,0.043072042,-0.002041127,-0.033200611
2022-04-05,480000,115300,105700,39000,52700,73500,111500,293500,105800,79500,1179.92,-0.411042945,0.015859031,3.086761522,-0.017558002,-0.158146965,-0.092592593,-0.171003717,-0.353524229,0.504978663,-0.050179211,-0.221359941,-0.529402009,0.01573459,1.407752852,-0.017713972,-0.172149823,-0.097163748,-0.187539608,-0.436219559,0.408778721,-0.051481956,-0.250206395,0.008403361,0.012291484,0.023233301,0.051212938,0.005725191,0.029411765,0.01826484,-0.016750419,0.015355086,0.008883249,0.006886547,0.001516814,0.005404937,0.016346754,0.044326391,-0.001161356,0.022525218,0.011378293,-0.023636966,0.008468539,0.001996702
2022-04-06,474000,121500,107800,38850,52500,78100,109500,287000,103500,78800,1165.06,-0.418404908,0.070484581,3.167955459,-0.021336625,-0.161341853,-0.035802469,-0.185873606,-0.36784141,0.472261735,-0.058542413,-0.231166192,-0.541980792,0.068111426,1.427425618,-0.021567541,-0.175952109,-0.036459098,-0.20563965,-0.458614982,0.386799814,-0.060325981,-0.262880447,-0.0125,0.053772767,0.01986755,-0.003846154,-0.003795066,0.062585034,-0.01793722,-0.022146508,-0.02173913,-0.008805031,-0.012594074,9.41E-05,0.066366841,0.032461624,0.00874792,0.008799008,0.075179108,-0.005343146,-0.009552433,-0.009145056,0.003789043
2022-04-07,462000,116500,101600,37950,50800,73500,104000,284000,103000,75900,1130.51,-0.433128834,0.026431718,2.928240025,-0.044008363,-0.188498403,-0.092592593,-0.226765799,-0.374449339,0.46514936,-0.093189964,-0.253966054,-0.567623222,0.026088436,1.368191495,-0.045006114,-0.208868924,-0.097163748,-0.2571733,-0.46912296,0.381957189,-0.097822293,-0.292984176,-0.025316456,-0.041152263,-0.057513915,-0.023166023,-0.032380952,-0.058898848,-0.050228311,-0.010452962,-0.004830918,-0.03680203,-0.029655125,0.004338669,-0.011497138,-0.02785879,0.006489102,-0.002725827,-0.029243723,-0.020573185,0.019202163,0.024824207,-0.007146905
2022-04-08,458000,111800,99900,36650,50600,72900,103500,280000,98700,75500,1116.08,-0.43803681,-0.014977974,2.862511599,-0.07675643,-0.191693291,-0.1,-0.230483271,-0.383259912,0.40398293,-0.097968937,-0.263488544,-0.576318929,-0.015091276,1.351317645,-0.07986219,-0.212813702,-0.105360516,-0.261992586,-0.483307595,0.339313148,-0.103106321,-0.305830489,-0.008658009,-0.040343348,-0.016732283,-0.034255599,-0.003937008,-0.008163265,-0.004807692,-0.014084507,-0.041747573,-0.005270092,-0.012764151,0.004106142,-0.027579197,-0.003968133,-0.021491449,0.008827143,0.004600885,0.007956458,-0.001320356,-0.028983422,0.007494058
2022-04-11,453500,109500,97100,37250,50900,71400,102500,281500,97800,72700,1106.51,-0.443558282,-0.035242291,2.754253016,-0.061641938,-0.186900958,-0.118518519,-0.237918216,-0.379955947,0.391180654,-0.131421744,-0.269803875,-0.586192844,-0.035878288,1.322889335,-0.063623673,-0.206902355,-0.126151285,-0.2717014,-0.47796475,0.330152778,-0.140897593,-0.314442117,-0.009825328,-0.020572451,-0.028028028,0.016371078,0.005928854,-0.020576132,-0.009661836,0.005357143,-0.009118541,-0.037086093,-0.008574654,-0.001250673,-0.011997797,-0.019453374,0.024945732,0.014503508,-0.012001478,-0.001087182,0.013931797,-0.000543887,-0.028511439
2022-04-12,458000,101900,85800,37050,50100,72400,102500,267000,100600,66700,1084.56,-0.43803681,-0.102202643,2.317352304,-0.066680102,-0.199680511,-0.10617284,-0.237918216,-0.411894273,0.431009957,-0.203106332,-0.284288882,-0.576318929,-0.107810897,1.199166966,-0.069007266,-0.22274427,-0.112242855,-0.2717014,-0.53084854,0.358380459,-0.227034025,-0.33447866,0.009922822,-0.069406393,-0.116374871,-0.005369128,-0.015717092,0.014005602,0,-0.051509769,0.028629857,-0.082530949,-0.019837146,0.029759968,-0.049569247,-0.096537726,0.014468018,0.004120053,0.033842748,0.019837146,-0.031672623,0.048467002,-0.062693803
2022-04-13,458500,102300,85000,37000,51000,73300,104500,267500,100600,65900,1090,-0.437423313,-0.098678414,2.286421281,-0.067939643,-0.185303514,-0.095061728,-0.223048327,-0.410792952,0.431009957,-0.212664277,-0.280698976,-0.575227822,-0.103893164,1.189799216,-0.070357705,-0.204939645,-0.099888546,-0.252377128,-0.528977632,0.358380459,-0.239100536,-0.329475338,0.001091703,0.003925417,-0.009324009,-0.001349528,0.017964072,0.012430939,0.019512195,0.001872659,0,-0.011994003,0.005015859,-0.003924156,-0.001090442,-0.014339868,-0.006365387,0.012948213,0.00741508,0.014496336,-0.0031432,-0.005015859,-0.017009862
2022-04-14,447000,102400,89100,37000,51300,68900,103500,266500,105000,66500,1084.56,-0.451533742,-0.097797357,2.444942778,-0.067939643,-0.180511182,-0.149382716,-0.230483271,-0.412995595,0.493598862,-0.205495818,-0.284288882,-0.600629519,-0.102916124,1.236907294,-0.070357705,-0.199074526,-0.161792977,-0.261992586,-0.532722954,0.401188551,-0.23003703,-0.33447866,-0.025081788,0.000977517,0.048235294,0,0.005882353,-0.060027285,-0.009569378,-0.003738318,0.043737575,0.009104704,-0.004990826,-0.020090963,0.005968343,0.05322612,0.004990826,0.010873179,-0.055036459,-0.004578552,0.001252508,0.0487284,0.01409553
2022-04-15,443000,108500,88200,35850,51500,68200,103000,264500,107200,65600,1080.01,-0.456441718,-0.044052863,2.410145376,-0.096909086,-0.177316294,-0.158024691,-0.234200743,-0.417400881,0.524893314,-0.216248507,-0.287291469,-0.609618343,-0.045052664,1.226754923,-0.101932051,-0.19518347,-0.17200459,-0.266835211,-0.540255947,0.42192445,-0.243663282,-0.338682734,-0.008948546,0.059570313,-0.01010101,-0.031081081,0.003898635,-0.010159652,-0.004830918,-0.00750469,0.020952381,-0.013533835,-0.00419525,-0.004753296,0.063765562,-0.00590576,-0.026885831,0.008093885,-0.005964402,-0.000635668,-0.003309441,0.025147631,-0.009338585
2022-04-18,438500,102600,85200,35650,50700,65400,103000,261000,102600,64500,1065.13,-0.46196319,-0.096035242,2.294154036,-0.10194725,-0.190095847,-0.192592593,-0.234200743,-0.425110132,0.459459459,-0.229390681,-0.297110918,-0.619828301,-0.100964904,1.192149393,-0.107526471,-0.210839368,-0.213926896,-0.266835211,-0.553576791,0.378066134,-0.260573754,-0.352556177,-0.010158014,-0.05437788,-0.034013605,-0.005578801,-0.015533981,-0.041055718,0,-0.013232514,-0.042910448,-0.016768293,-0.01377765,0.003619637,-0.04060023,-0.020235955,0.00819885,-0.00175633,-0.027278068,0.01377765,0.000545136,-0.029132798,-0.002990642
2022-04-19,439500,104700,85000,36400,52300,69400,103500,261500,102400,65900,1070.79,-0.460736196,-0.07753304,2.286421281,-0.083054135,-0.164536741,-0.143209877,-0.230483271,-0.424008811,0.456614509,-0.212664277,-0.293375831,-0.617550396,-0.080703719,1.189799216,-0.086706843,-0.179768907,-0.154562287,-0.261992586,-0.551662915,0.376114914,-0.239100536,-0.347256341,0.002280502,0.020467836,-0.002347418,0.021037868,0.031558185,0.06116208,0.004854369,0.001915709,-0.001949318,0.021705426,0.005313905,-0.003033404,0.015153931,-0.007661323,0.015723963,0.02624428,0.055848174,-0.000459536,-0.003398197,-0.007263223,0.016391521
2022-04-20,440000,103300,84500,36900,52200,67800,101500,258000,96800,64800,1055.81,-0.460122699,-0.089867841,2.267089391,-0.070458725,-0.166134185,-0.162962963,-0.24535316,-0.431718062,0.376955903,-0.225806452,-0.303261271,-0.616413386,-0.094165461,1.183899494,-0.073064067,-0.181682783,-0.17788696,-0.281505401,-0.565137613,0.319875195,-0.255933374,-0.36134479,0.001137656,-0.013371538,-0.005882353,0.013736264,-0.001912046,-0.023054755,-0.019323671,-0.013384321,-0.0546875,-0.016691958,-0.013989671,0.015127328,0.000618133,0.008107318,0.027725935,0.012077625,-0.009065084,-0.005334,0.00060535,-0.040697829,-0.002702286
2022-04-21,437000,103400,83500,36000,51500,66100,102000,258000,93400,64600,1050.73,-0.463803681,-0.088986784,2.228425611,-0.093130463,-0.177316294,-0.183950617,-0.241635688,-0.431718062,0.32859175,-0.228195938,-0.30661361,-0.623254918,-0.093197875,1.171994591,-0.09775668,-0.19518347,-0.203280408,-0.276591386,-0.565137613,0.284119546,-0.259024567,-0.366167874,-0.006818182,0.000968054,-0.01183432,-0.024390244,-0.013409962,-0.025073746,0.004926108,0,-0.035123967,-0.00308642,-0.004811472,-0.00200671,0.005779526,-0.007022848,-0.019578772,-0.00859849,-0.020262275,0.00973758,0.004811472,-0.030312495,0.001725052
2022-04-22,422500,101400,82100,35800,50700,64800,99900,250000,93800,62200,1024.43,-0.481595092,-0.10660793,2.174296319,-0.098168627,-0.190095847,-0.2,-0.257249071,-0.449339207,0.33428165,-0.256869773,-0.323969222,-0.656998666,-0.112729746,1.155085976,-0.103327725,-0.210839368,-0.223143551,-0.297394513,-0.59663628,0.288393057,-0.296883978,-0.391516674,-0.033180778,-0.01934236,-0.016766467,-0.005555556,-0.015533981,-0.019667171,-0.020588235,-0.031007752,0.004282655,-0.037151703,-0.025030217,-0.008150561,0.005687857,0.00826375,0.019474662,0.009496237,0.005363046,0.004441982,-0.005977535,0.029312872,-0.012121486
2022-04-25,412500,98600,79800,35200,49900,62700,96200,242500,91600,60700,994.9,-0.493865031,-0.131277533,2.085369626,-0.11328312,-0.202875399,-0.225925926,-0.284758364,-0.465859031,0.302987198,-0.27479092,-0.34345634,-0.680951907,-0.140731575,1.126671464,-0.120229535,-0.226744275,-0.256087707,-0.335134841,-0.627095488,0.264659473,-0.321295279,-0.420766084,-0.023668639,-0.027613412,-0.028014616,-0.016759777,-0.015779093,-0.032407407,-0.037037037,-0.03,-0.023454158,-0.024115756,-0.028825786,0.005157147,0.001212374,0.00081117,0.01206601,0.013046693,-0.003581621,-0.008211251,-0.001174214,0.005371628,0.00471003
2022-04-26,420000,98500,81000,35600,49700,61800,98200,248500,98000,61900,1017.98,-0.484662577,-0.13215859,2.131766161,-0.103206791,-0.206070288,-0.237037037,-0.269888476,-0.452643172,0.394025605,-0.260454002,-0.328225636,-0.662933402,-0.141746289,1.141597114,-0.10892998,-0.230760345,-0.27054579,-0.314557984,-0.602654353,0.33219568,-0.301718798,-0.397832763,0.018181818,-0.001014199,0.015037594,0.011363636,-0.004008016,-0.014354067,0.020790021,0.024742268,0.069868996,0.019769357,0.023198311,-0.005016493,-0.02421251,-0.008160717,-0.011834675,-0.027206327,-0.037552378,-0.002408291,0.001543957,0.046670684,-0.003428954
2022-04-27,410000,94400,78100,35100,48900,60400,94200,238500,74200,59400,965.4,-0.496932515,-0.168281938,2.0196412,-0.115802202,-0.21884984,-0.254320988,-0.299628253,-0.474669604,0.055476529,-0.290322581,-0.362923662,-0.687030954,-0.184261764,1.105138016,-0.123074488,-0.246987882,-0.29346005,-0.356144017,-0.643727888,0.053992351,-0.342944751,-0.45086579,-0.023809524,-0.041624365,-0.035802469,-0.014044944,-0.016096579,-0.022653722,-0.040733198,-0.040241449,-0.242857143,-0.040387722,-0.051651309,0.027841786,0.010026944,0.01584884,0.037606366,0.03555473,0.028997588,0.010918112,0.011409861,-0.191205833,0.011263587
