date,A036570,A078340,A112040,A181710,A192080,A194480,A251270,A259960,A263750,A293490,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
2020-09-25,784000,110000,17959,37610,72000,8140,166000,,38760,50200.0,1215.07,-0.51,-0.04,1225.55,1228.17,1188.27,1788.0,217798.0,40800000.0
2020-09-28,799000,113300,19120,38340,74000,8190,167000,,39000,51200.0,1236.74,21.67,1.78,1222.93,1240.38,1213.33,1740.0,214743.0,41500000.0
2020-09-29,806000,114600,18843,38810,74500,8240,166000,,40440,56200.0,1251.14,14.4,1.16,1247.2,1251.99,1233.2,1467.0,200093.0,41700000.0
2020-10-05,789000,118500,18691,39071,73200,8190,163500,,40460,54200.0,1244.4,-6.74,-0.54,1258.28,1258.88,1232.93,1696.0,218743.0,41200000.0
2020-10-06,788000,119100,19777,39123,73100,8240,160000,,41060,54300.0,1247.19,2.79,0.22,1239.65,1252.07,1228.09,3108.0,317423.0,41100000.0
2020-10-07,768000,116700,19474,39227,72800,8150,161000,,42360,54500.0,1248.56,1.37,0.11,1235.38,1248.88,1230.76,2038.0,295854.0,40700000.0
2020-10-08,751000,116600,19247,39384,72500,8320,158000,,43200,53000.0,1241.27,-7.29,-0.58,1251.33,1251.33,1230.83,2132.0,334633.0,40100000.0
2020-10-12,754000,119000,18843,40323,71900,8650,153000,,42560,49100.0,1230.28,-10.99,-0.89,1245.41,1247.19,1218.58,2110.0,275164.0,39700000.0
2020-10-13,754000,118600,19221,40166,71800,8720,153500,,42700,49150.0,1231.31,1.03,0.08,1235.55,1238.28,1217.51,1841.0,229325.0,39800000.0
2020-10-14,752000,118500,18413,39436,72100,8670,152000,,41800,48250.0,1215.45,-15.86,-1.29,1225.02,1230.19,1209.67,2034.0,211933.0,39400000.0
2020-10-15,750000,114000,18312,38758,71000,8680,137000,,41840,46300.0,1177.28,-38.17,-3.14,1214.74,1215.17,1173.07,3404.0,395438.0,37900000.0
2020-10-16,767000,112000,18211,38288,69000,8780,136500,,41220,45850.0,1172.08,-5.2,-0.44,1177.48,1183.48,1158.5,2011.0,280278.0,38100000.0
2020-10-19,771000,111200,18363,38080,67600,8760,133000,,41300,45050.0,1167.32,-4.76,-0.41,1177.7,1187.06,1164.66,1664.0,202346.0,37900000.0
2020-10-20,794000,113000,18590,38653,67500,8880,135500,,41680,44750.0,1187.19,19.87,1.7,1165.71,1187.19,1154.59,1496.0,231163.0,38700000.0
2020-10-21,809000,115700,19449,38966,69600,9170,133000,,40200,46650.0,1182.47,-4.72,-0.4,1184.73,1192.67,1170.34,1427.0,192695.0,38900000.0
2020-10-22,811000,111800,18994,38653,68200,9040,127500,,40240,46500.0,1164.72,-17.75,-1.5,1172.85,1174.39,1158.72,1494.0,183735.0,38300000.0
2020-10-23,796000,112300,19221,38132,67100,9070,127000,,40320,45500.0,1156.69,-8.03,-0.69,1167.04,1167.46,1148.8,1058.0,136524.0,37900000.0
2020-10-26,796000,114000,18893,37454,66800,8860,121500,,40060,44100.0,1139.42,-17.27,-1.49,1150.82,1155.9,1135.07,1452.0,135119.0,37300000.0
2020-10-27,782000,111300,19449,36723,66300,8750,122500,,40580,44050.0,1140.63,1.21,0.11,1134.27,1154.72,1127.93,1567.0,164844.0,37100000.0
2020-10-28,802000,114000,20914,37349,65500,8900,126000,,41020,44650.0,1164.84,24.21,2.12,1139.38,1165.66,1134.85,1600.0,158011.0,38000000.0
2020-10-29,813000,116000,20914,37036,63800,8900,123500,,41780,44600.0,1168.28,3.44,0.3,1149.94,1171.72,1140.29,1668.0,173884.0,38000000.0
2020-10-30,776000,111600,19979,36202,61500,8790,117000,,40100,45150.0,1117.75,-50.53,-4.33,1159.34,1160.47,1117.75,1519.0,172543.0,36300000.0
2020-11-02,778000,119200,21141,37141,61500,8760,121000,,40120,46250.0,1138.77,21.02,1.88,1126.38,1149.01,1118.71,1561.0,139636.0,37000000.0
2020-11-03,782000,118300,21267,36671,64500,8750,122000,,40600,46950.0,1146.55,7.78,0.68,1145.69,1154.92,1138.95,1300.0,115713.0,37200000.0
2020-11-04,837000,120100,21267,36984,64400,8750,124000,,40840,47000.0,1173.61,27.06,2.36,1154.55,1181.3,1149.85,1533.0,258554.0,38600000.0
2020-11-05,843000,121600,21520,37349,65900,8680,126000,,41000,48950.0,1186.1,12.49,1.06,1180.99,1197.01,1177.88,1836.0,207837.0,39100000.0
2020-11-06,848000,118700,20611,37349,64000,8560,126500,,40140,49150.0,1177.02,-9.08,-0.77,1181.3,1187.19,1170.73,1528.0,174497.0,39000000.0
2020-11-09,844000,123700,21394,37506,64700,8560,129000,,40580,50000.0,1193.5,16.48,1.4,1184.14,1199.84,1180.24,2402.0,198065.0,39400000.0
2020-11-10,797000,119900,21874,37141,61800,8860,125500,,39760,48900.0,1159.06,-34.44,-2.89,1160.1,1168.08,1154.69,2136.0,264492.0,37900000.0
2020-11-11,801000,123000,21192,36828,60800,8870,129500,,39120,48350.0,1163.1,4.04,0.35,1152.25,1166.48,1136.84,2125.0,242394.0,38300000.0
2020-11-12,791000,125900,21217,37088,61300,8870,126000,,39980,48650.0,1164.0,0.9,0.08,1166.62,1175.88,1156.28,1790.0,219614.0,37900000.0
2020-11-13,808000,123200,21773,38393,61400,8870,126000,,40040,48150.0,1169.63,5.63,0.48,1165.05,1172.17,1154.54,1460.0,151922.0,38300000.0
2020-11-16,800000,122000,22177,38340,61700,9450,125500,,40340,48600.0,1166.41,-3.22,-0.28,1170.66,1176.26,1164.2,1499.0,174489.0,38000000.0
2020-11-17,789000,117900,22455,37923,59200,9440,127000,,41100,48000.0,1164.57,-1.84,-0.16,1161.0,1164.57,1149.41,1665.0,188854.0,37800000.0
2020-11-18,800000,118700,22934,37662,60200,9420,129000,,42420,48250.0,1186.99,22.42,1.93,1168.98,1194.89,1164.14,2019.0,193975.0,38400000.0
2020-11-19,828000,117400,23440,37975,59400,9410,129500,,42140,47950.0,1194.15,7.16,0.6,1183.98,1200.25,1170.36,1392.0,183506.0,39000000.0
2020-11-20,828000,121100,25157,38653,60200,9470,130500,,42220,48250.0,1203.78,9.63,0.81,1192.42,1208.3,1189.28,1494.0,164215.0,39300000.0
2020-11-23,822000,129700,24172,39018,61200,9440,131000,,42000,49050.0,1206.93,3.15,0.26,1209.52,1218.29,1202.57,2115.0,223853.0,39300000.0
2020-11-24,820000,128400,24425,38810,60800,9450,127500,,41480,49100.0,1191.96,-14.97,-1.24,1200.56,1203.1,1185.55,2136.0,208330.0,38900000.0
2020-11-25,805000,124800,21495,38549,59100,9360,125500,,41980,48450.0,1175.94,-16.02,-1.34,1193.26,1195.69,1170.71,2853.0,258346.0,38100000.0
2020-11-26,816000,124800,22177,38184,58900,9530,126000,,43000,49050.0,1191.23,15.29,1.3,1174.65,1191.29,1172.05,1721.0,153102.0,38500000.0
2020-11-27,822000,133200,21975,37349,58800,9550,128500,,41660,49650.0,1192.38,1.15,0.1,1189.25,1203.34,1187.56,2339.0,211175.0,38900000.0
2020-11-30,810000,134000,20712,38080,58400,12400,125000,,41420,49450.0,1178.72,-13.66,-1.15,1194.63,1195.44,1178.72,2740.0,283228.0,38300000.0
2020-12-01,852000,134000,20686,37871,58400,11600,125500,,41940,48900.0,1199.82,21.1,1.79,1190.08,1206.18,1188.86,1676.0,259811.0,39300000.0
2020-12-02,859000,142100,20207,37767,57400,11450,125500,,41800,47950.0,1203.42,3.6,0.3,1200.4,1205.65,1193.86,1999.0,225762.0,39500000.0
2020-12-03,878000,150900,21368,38080,59700,11650,130000,,47700,48150.0,1279.15,75.73,6.29,1233.58,1292.7,1231.77,5911.0,671387.0,40900000.0
2020-12-04,867000,156500,21747,37610,58000,12700,132000,,45160,49900.0,1259.09,-20.06,-1.57,1283.1,1295.32,1250.13,3733.0,375342.0,40700000.0
2020-12-07,871000,150000,20661,37975,56900,13500,129500,,47300,49200.0,1265.2,6.11,0.49,1257.1,1266.22,1234.56,1998.0,232921.0,40500000.0
2020-12-08,874000,151700,19727,38184,58500,13400,128000,,47860,49150.0,1269.07,3.87,0.31,1265.2,1281.06,1254.37,1641.0,198585.0,40500000.0
2020-12-09,879000,149100,19752,38132,58100,14400,128000,,47300,48950.0,1264.53,-4.54,-0.36,1273.07,1280.33,1260.46,1342.0,207309.0,40600000.0
2020-12-10,878000,154500,20131,37923,58300,15000,128000,,48240,47300.0,1276.55,12.02,0.95,1264.07,1283.4,1253.81,1648.0,247125.0,40700000.0
2020-12-11,888000,153800,20181,38184,58100,14050,128500,,48680,47500.0,1284.62,8.07,0.63,1278.94,1291.26,1273.74,1221.0,169979.0,41000000.0
2020-12-14,885000,151000,19777,38236,59200,14100,126500,,51780,46950.0,1302.6,17.98,1.4,1284.54,1322.01,1275.61,1531.0,221022.0,40900000.0
2020-12-15,875000,151600,19449,38132,58800,16000,127000,,50480,46200.0,1289.32,-13.28,-1.02,1303.62,1313.91,1277.77,1523.0,175700.0,40700000.0
2020-12-16,868000,153700,19019,38027,58100,15700,127000,,54000,46350.0,1319.48,30.16,2.34,1289.47,1326.11,1289.47,2345.0,202110.0,40800000.0
2020-12-17,868000,153300,18565,37819,59500,15700,126500,,54280,46450.0,1320.34,0.86,0.07,1319.65,1326.33,1303.67,1667.0,165727.0,40800000.0
2020-12-18,863000,153000,18641,37819,61900,15700,125500,,53740,46350.0,1312.14,-8.2,-0.62,1313.43,1330.68,1311.79,1603.0,176825.0,40600000.0
2020-12-21,864000,149000,18009,37975,62100,15100,124500,,53540,45900.0,1304.05,-8.09,-0.62,1311.42,1311.42,1288.58,1424.0,151230.0,40400000.0
2020-12-22,865000,146300,17302,37558,59700,14150,122500,,51120,45050.0,1273.2,-30.85,-2.37,1304.66,1304.66,1273.2,1518.0,176642.0,39900000.0
2020-12-23,888000,144700,17706,37297,59800,13600,124000,,52960,44900.0,1298.82,25.62,2.01,1274.24,1307.84,1273.25,1446.0,223034.0,40600000.0
2020-12-24,897000,150900,18767,37297,60600,13950,125000,,53700,45250.0,1317.14,18.32,1.41,1299.18,1322.05,1297.25,1390.0,180190.0,41100000.0
2020-12-28,898000,152500,19070,37714,59400,13700,124500,,56000,45500.0,1336.32,19.18,1.46,1319.58,1336.32,1302.85,1851.0,226693.0,41300000.0
2020-12-29,913000,159900,19045,38080,59800,14250,126000,,54320,45450.0,1337.45,1.13,0.08,1335.11,1343.57,1319.32,1378.0,238861.0,41800000.0
2020-12-30,931000,159300,19449,38914,60200,14450,131500,,52060,46000.0,1338.72,1.27,0.09,1334.61,1344.81,1332.66,1978.0,271077.0,42500000.0
2021-01-04,978000,160700,19272,38601,60200,14900,131000,,50400,46000.0,1343.13,4.41,0.33,1345.01,1347.87,1324.45,2236.0,304145.0,43500000.0
2021-01-05,985000,161600,18918,38601,61300,15650,132500,,50660,46600.0,1353.88,10.75,0.8,1343.13,1356.12,1322.03,2481.0,288907.0,43800000.0
2021-01-06,953000,159800,18767,38914,61300,16000,129500,,50720,46050.0,1333.97,-19.91,-1.47,1356.07,1363.55,1328.52,3031.0,366809.0,42800000.0
2021-01-07,947000,158500,18893,38810,63600,16100,129500,,50800,46150.0,1333.53,-0.44,-0.03,1336.11,1351.86,1328.56,4020.0,331593.0,42700000.0
2021-01-08,995000,160000,18388,39853,64400,15600,134000,,52000,47000.0,1372.94,39.41,2.96,1339.15,1375.38,1331.85,3733.0,476631.0,44300000.0
2021-01-11,978000,164000,18110,39592,62400,15450,127000,,52160,46700.0,1358.45,-14.49,-1.06,1372.85,1392.69,1327.21,5183.0,582916.0,43400000.0
2021-01-12,947000,162600,18843,39749,61500,15100,125000,,53560,46200.0,1357.78,-0.67,-0.05,1357.78,1364.86,1329.72,3609.0,399885.0,42700000.0
2021-01-13,940000,166300,19171,39697,62000,16450,127000,,53580,46700.0,1360.97,3.19,0.23,1359.94,1370.13,1355.39,2718.0,288101.0,42800000.0
2021-01-14,939000,169000,19449,39853,64100,16300,126500,,53440,46650.0,1363.87,2.9,0.21,1360.14,1375.87,1357.39,3545.0,272660.0,42800000.0
2021-01-15,935000,169000,19095,39331,62200,15650,124000,,53280,46150.0,1350.45,-13.42,-0.98,1363.64,1384.36,1347.0,2839.0,273249.0,42400000.0
2021-01-18,938000,166000,19499,38236,62500,14650,120500,,54060,45400.0,1344.17,-6.28,-0.47,1348.64,1358.94,1332.26,2412.0,245913.0,42100000.0
2021-01-19,957000,165900,19348,38497,63300,15300,120500,,53380,45650.0,1347.63,3.46,0.26,1348.49,1361.05,1341.2,1767.0,218642.0,42500000.0
2021-01-20,965000,166300,19853,37819,63000,15400,121000,,54600,46350.0,1362.56,14.93,1.11,1347.63,1364.0,1343.32,2176.0,228637.0,42800000.0
2021-01-21,970000,166900,19727,37558,63300,17250,121000,,53160,46650.0,1354.7,-7.86,-0.58,1364.42,1369.71,1352.28,1909.0,194072.0,42900000.0
2021-01-22,989000,171900,20106,37975,65400,22400,127000,,54360,48050.0,1393.51,38.81,2.86,1354.95,1412.91,1354.95,7264.0,581841.0,44100000.0
2021-01-25,995000,175000,20510,38132,65800,29100,130000,,55720,49650.0,1418.9,25.39,1.82,1396.75,1430.83,1387.28,3680.0,348704.0,44700000.0
2021-01-26,953000,172600,20636,37454,64200,36150,127500,,56600,48800.0,1398.21,-20.69,-1.46,1416.92,1425.6,1386.75,2820.0,309577.0,43500000.0
2021-01-27,978000,171600,20510,37714,64200,39300,131000,,63160,48750.0,1465.41,67.2,4.81,1399.2,1465.41,1399.2,2436.0,309474.0,44700000.0
2021-01-28,968000,166400,19802,37088,61300,35350,135000,,63860,47800.0,1463.29,-2.12,-0.14,1464.54,1515.42,1424.91,3084.0,419130.0,44600000.0
2021-01-29,953000,160100,19171,36462,62500,32200,131500,,62980,47300.0,1434.85,-28.44,-1.94,1474.06,1476.37,1421.76,3720.0,452705.0,43800000.0
2021-02-01,953000,159000,19600,36880,64900,41850,139500,,66400,50800.0,1483.43,48.58,3.39,1442.18,1494.15,1421.64,2467.0,326417.0,44800000.0
2021-02-02,984000,159900,20156,36984,65100,35200,142500,,67200,52700.0,1510.63,27.2,1.83,1485.32,1524.41,1478.05,2937.0,427524.0,45900000.0
2021-02-03,1008000,164300,19878,37036,65100,35900,145500,,67000,52700.0,1531.12,20.49,1.36,1518.13,1532.55,1508.05,2745.0,424327.0,46800000.0
2021-02-04,962000,159300,19626,36984,62600,34000,138000,,70000,51000.0,1513.67,-17.45,-1.14,1531.18,1531.18,1495.99,2506.0,345915.0,45100000.0
2021-02-05,976000,157500,19449,37245,62000,35650,138500,,80400,52400.0,1602.7,89.03,5.88,1512.42,1602.7,1498.11,1589.0,263731.0,46100000.0
2021-02-08,1038000,167200,20004,37819,62300,33800,137500,,79000,55300.0,1621.15,18.45,1.15,1585.97,1632.83,1585.97,1936.0,417541.0,47500000.0
2021-02-09,1006000,158100,20358,37610,61700,36100,136500,,73540,54100.0,1557.3,-63.85,-3.94,1622.08,1622.08,1554.91,1721.0,297574.0,46200000.0
2021-02-10,1027000,156600,21672,37245,61100,36800,138000,,72220,55400.0,1559.03,1.73,0.11,1572.57,1589.22,1532.87,3268.0,368756.0,46800000.0
2021-02-15,999000,157100,22480,37454,62200,41900,134500,,70200,55700.0,1527.28,-31.75,-2.04,1563.43,1564.08,1523.6,2004.0,261343.0,45800000.0
2021-02-16,1015000,157100,22177,37558,62300,42050,136000,,74140,55500.0,1566.98,39.7,2.6,1521.17,1587.49,1511.05,1784.0,251128.0,46500000.0
2021-02-17,999000,156700,21570,38027,61800,43400,133000,,68080,54700.0,1506.46,-60.52,-3.86,1548.67,1548.67,1501.41,1897.0,230785.0,45500000.0
2021-02-18,995000,159300,20712,37714,60700,48550,130000,,68360,54100.0,1498.8,-7.66,-0.51,1500.36,1506.43,1481.92,1891.0,195127.0,45100000.0
2021-02-19,997000,159300,20990,37662,60200,50000,131000,,63940,54900.0,1465.82,-32.98,-2.2,1478.69,1498.81,1443.29,2543.0,230315.0,44900000.0
2021-02-22,931000,152000,20510,37297,60000,58800,127000,,62960,53200.0,1419.06,-46.76,-3.19,1466.34,1467.05,1416.42,2798.0,348042.0,42900000.0
2021-02-23,931000,146500,20282,36775,58400,58700,125500,,62800,52400.0,1406.63,-12.43,-0.88,1419.91,1426.87,1401.98,1692.0,231072.0,42600000.0
2021-02-24,934000,141000,19903,36097,56300,60500,123500,,57940,53700.0,1354.18,-52.45,-3.73,1406.94,1436.25,1352.23,1831.0,289533.0,42000000.0
2021-02-25,972000,143800,20156,36202,57100,60900,130000,,58000,56100.0,1385.14,30.96,2.29,1354.18,1388.27,1354.18,1370.0,237578.0,43400000.0
2021-02-26,936000,138400,19247,36045,55300,62000,123500,,57880,54000.0,1335.81,-49.33,-3.56,1372.12,1372.4,1327.12,3121.0,327724.0,46000000.0
2021-03-02,946000,141800,20004,36202,55700,63800,123500,,59500,53000.0,1336.82,1.01,0.08,1344.33,1368.67,1324.73,2718.0,272510.0,46200000.0
2021-03-03,962000,146200,20611,36567,56800,60900,126500,,60540,53000.0,1356.53,19.71,1.47,1334.23,1357.93,1331.33,1767.0,169398.0,47000000.0
2021-03-04,960000,142500,20030,35993,56000,57800,125000,,58680,52200.0,1342.09,-14.44,-1.06,1355.18,1355.18,1326.36,1878.0,203118.0,46600000.0
2021-03-05,931000,140400,20232,35680,55700,60400,122500,,58600,50900.0,1316.75,-25.34,-1.89,1332.66,1332.69,1301.11,1984.0,230702.0,45700000.0
2021-03-08,931000,136300,20611,35471,55000,60200,121000,,56620,49900.0,1297.03,-19.72,-1.5,1319.92,1328.06,1294.18,1778.0,184151.0,45200000.0
2021-03-09,931000,133100,21192,35576,53300,63800,119000,,56700,49400.0,1284.35,-12.68,-0.98,1297.11,1300.58,1265.45,2646.0,236991.0,44800000.0
2021-03-10,932000,133700,20813,35628,52300,60000,118500,,56740,47950.0,1271.5,-12.85,-1.0,1286.53,1296.35,1266.59,2834.0,201633.0,44600000.0
2021-03-11,931000,136300,20914,35471,52800,60000,120000,,59280,49000.0,1288.47,16.97,1.33,1272.69,1294.58,1271.68,1922.0,209688.0,45000000.0
2021-03-12,935000,137200,20838,36254,55300,59900,122500,,60220,50500.0,1311.61,23.14,1.8,1289.99,1318.88,1289.99,1747.0,145330.0,45600000.0
2021-03-15,930000,148700,21368,36775,56200,63500,120500,,60340,50400.0,1314.31,2.7,0.21,1311.93,1320.72,1300.86,3266.0,202850.0,45600000.0
2021-03-16,954000,149200,21722,36828,56600,62500,122000,,61840,50900.0,1333.66,19.35,1.47,1315.4,1344.86,1314.62,1848.0,181587.0,46500000.0
2021-03-17,940000,149300,21722,37297,57100,76400,123500,,59940,51600.0,1335.13,1.47,0.11,1334.17,1349.24,1329.63,1648.0,180744.0,46300000.0
2021-03-18,939000,150000,21621,36984,57800,82600,122500,,59020,52300.0,1334.39,-0.74,-0.06,1335.13,1349.48,1334.39,1445.0,155653.0,46100000.0
2021-03-19,933000,156200,22328,37349,57600,89000,121000,,59000,53600.0,1340.26,5.87,0.44,1330.85,1346.61,1315.62,2183.0,206343.0,46100000.0
2021-03-22,932000,157700,24753,37036,57800,100500,122500,,59740,53500.0,1354.41,14.15,1.06,1341.53,1354.53,1331.81,5234.0,333932.0,46500000.0
2021-03-23,931000,157800,25081,36984,63800,99900,125500,,60060,51800.0,1355.88,1.47,0.11,1354.77,1373.84,1350.11,5536.0,416075.0,46800000.0
2021-03-24,936000,159300,26723,37036,63700,103800,124000,,62100,52000.0,1363.02,7.14,0.53,1356.36,1364.76,1349.47,2681.0,199130.0,47000000.0
2021-03-25,906000,164400,26016,37349,64100,133000,126000,,59440,52100.0,1355.45,-7.57,-0.56,1360.4,1362.61,1343.19,2594.0,340838.0,46400000.0
2021-03-26,898000,168000,28542,37506,66500,124300,126000,,61060,51900.0,1360.33,4.88,0.36,1355.59,1364.04,1348.99,3286.0,374376.0,46500000.0
2021-03-29,834000,170000,28592,37662,66900,134000,124000,,60280,50900.0,1325.43,-34.9,-2.57,1360.64,1360.69,1322.06,2641.0,443842.0,44800000.0
2021-03-30,845000,173000,30411,37871,67700,110500,127000,,60340,53000.0,1354.08,28.65,2.16,1325.74,1358.15,1325.67,3096.0,339385.0,45600000.0
2021-03-31,873000,169000,30310,37819,68500,115000,129000,,61620,52400.0,1366.36,12.28,0.91,1356.27,1378.63,1356.27,2207.0,282351.0,46400000.0
2021-04-01,875000,165500,30411,37349,67500,111900,125500,,64680,52000.0,1355.88,-10.48,-0.77,1370.73,1373.58,1351.07,3177.0,267179.0,46200000.0
2021-04-02,885000,164500,32381,37401,67800,102300,127000,,65040,51900.0,1365.93,10.05,0.74,1358.76,1374.38,1357.69,2030.0,185345.0,46600000.0
2021-04-05,885000,164500,29097,37454,68400,99700,131000,,64380,52400.0,1373.68,7.75,0.57,1364.65,1374.17,1357.3,2365.0,194267.0,46800000.0
2021-04-06,870000,173800,29754,37610,67100,101100,129500,,65880,53000.0,1374.47,0.79,0.06,1372.29,1379.24,1369.62,2296.0,220811.0,46600000.0
2021-04-07,868000,167300,28542,37923,64600,108400,128500,,65300,54400.0,1375.2,0.73,0.05,1376.5,1382.16,1370.12,4164.0,298620.0,46400000.0
2021-04-08,899000,173200,28895,38184,63900,111900,128000,,64620,54600.0,1391.26,16.06,1.17,1375.96,1395.72,1369.23,5663.0,392228.0,47200000.0
2021-04-09,925000,173600,30209,38393,69300,119100,131500,,65400,54100.0,1422.33,31.07,2.23,1390.86,1431.87,1389.2,12426.0,742533.0,48500000.0
2021-04-12,906000,177600,29805,38132,69200,128200,140000,,67300,54800.0,1441.22,18.89,1.33,1422.33,1441.8,1417.61,7356.0,517822.0,48900000.0
2021-04-13,914000,175400,29249,38132,68900,142300,138500,,67300,56000.0,1442.76,1.54,0.11,1445.54,1446.52,1433.3,4662.0,345770.0,48900000.0
2021-04-14,916000,173600,28946,37193,68700,137000,141500,,67300,56000.0,1447.13,4.37,0.3,1449.21,1458.37,1442.88,4484.0,330175.0,49000000.0
2021-04-15,920000,174300,29249,37401,69400,127900,141000,,67300,57400.0,1455.89,8.76,0.61,1446.62,1461.54,1444.3,3782.0,290504.0,49200000.0
2021-04-16,912000,172000,30007,38393,68400,127500,146000,,67000,57900.0,1467.91,12.02,0.83,1474.17,1476.66,1460.36,4582.0,409806.0,49400000.0
2021-04-19,894000,166500,29299,38132,68600,128900,143500,,68500,58100.0,1454.8,-13.11,-0.89,1468.16,1475.42,1450.17,3308.0,327108.0,48800000.0
2021-04-20,882000,166200,28693,38184,68400,127600,147500,,66600,57600.0,1456.04,1.24,0.09,1456.13,1457.91,1446.16,2550.0,240979.0,48800000.0
2021-04-21,857000,166300,28693,38393,68500,135000,145500,,64000,56000.0,1427.14,-28.9,-1.98,1452.83,1454.57,1423.86,2774.0,296273.0,47800000.0
2021-04-22,850000,170300,28794,38601,68500,130700,141000,,62000,56000.0,1410.19,-16.95,-1.19,1424.48,1431.32,1403.93,2630.0,299703.0,47100000.0
2021-04-23,849000,170500,28542,38705,67300,129300,140000,,61600,57300.0,1412.81,2.62,0.19,1408.75,1418.41,1390.12,2042.0,191246.0,47100000.0
2021-04-26,861000,170500,27885,38393,67700,127300,139500,,60500,57200.0,1409.99,-2.82,-0.2,1410.12,1421.36,1406.46,2734.0,293178.0,47100000.0
2021-04-27,858000,167500,27885,38445,66700,123700,137000,,59400,56200.0,1390.18,-19.81,-1.4,1408.21,1408.54,1385.44,2384.0,207106.0,46600000.0
2021-04-28,835000,166200,27481,37819,64700,118500,132000,,57000,55500.0,1356.13,-34.05,-2.45,1387.52,1388.33,1356.13,2459.0,229989.0,45300000.0
2021-04-29,837000,170000,26774,37923,64700,109000,132500,,56700,54600.0,1352.8,-3.33,-0.25,1355.96,1371.02,1341.37,2524.0,265482.0,45300000.0
2021-04-30,830000,147500,26319,38080,63700,114100,129500,,56400,54200.0,1325.34,-27.46,-2.03,1347.38,1351.43,1317.06,2894.0,345056.0,44500000.0
2021-05-03,820000,141700,25713,37558,63200,106200,126000,,55000,51700.0,1288.1,-37.24,-2.81,1328.6,1331.67,1285.7,3141.0,284535.0,43500000.0
2021-05-04,818000,142300,26420,37506,62300,107400,125500,,55300,53300.0,1297.96,9.86,0.77,1286.75,1297.96,1258.29,3556.0,308853.0,43600000.0
2021-05-06,806000,139500,25814,37558,61900,108600,127000,,55400,52700.0,1290.89,-7.07,-0.54,1294.63,1301.59,1274.7,2477.0,231260.0,43300000.0
2021-05-07,830000,141000,27329,37454,63300,110100,130500,,57500,52800.0,1316.89,26.0,2.01,1290.93,1328.36,1289.88,2290.0,238089.0,44400000.0
2021-05-10,878000,134000,28693,37714,63900,110200,133000,,61300,53900.0,1353.68,36.79,2.79,1319.39,1359.13,1312.93,2992.0,430539.0,46000000.0
2021-05-11,850000,132000,28441,37662,64000,108900,130000,,59700,53000.0,1323.82,-29.86,-2.21,1345.25,1345.3,1316.67,2366.0,243478.0,44900000.0
2021-05-12,847000,137500,26471,37297,65500,106700,127500,,57200,50900.0,1298.98,-24.84,-1.88,1317.24,1319.84,1292.71,3500.0,309520.0,44300000.0
2021-05-13,841000,140400,27077,36828,64800,105900,128500,,58100,49850.0,1294.75,-4.23,-0.33,1298.98,1306.68,1275.8,2980.0,309039.0,44200000.0
2021-05-14,831000,135300,25713,37819,64500,105800,127500,,56600,50400.0,1286.64,-8.11,-0.63,1292.48,1301.29,1285.83,2049.0,227598.0,43800000.0
2021-05-17,815000,138200,26521,37767,64700,99000,131500,,55800,50700.0,1292.98,6.34,0.49,1290.55,1297.3,1279.05,1852.0,195698.0,43800000.0
2021-05-18,823000,138500,26572,37610,67000,99800,134000,,59000,50900.0,1313.76,20.78,1.61,1293.44,1316.91,1293.44,1926.0,178953.0,44500000.0
2021-05-20,822000,133700,26875,37454,65500,106200,136000,,59000,50700.0,1313.7,-0.06,0.0,1308.51,1313.7,1297.35,1766.0,216425.0,44600000.0
2021-05-21,853000,133600,26572,37141,64800,105900,135000,,59500,51000.0,1323.84,10.14,0.77,1313.82,1332.92,1309.73,1695.0,235994.0,45200000.0
2021-05-24,846000,128000,26319,37141,66600,106000,137500,,58400,50900.0,1324.1,0.26,0.02,1324.0,1324.72,1305.02,1879.0,185225.0,45100000.0
2021-05-25,859000,129900,27835,37349,67100,107700,138000,,58400,51100.0,1334.65,10.55,0.8,1325.95,1338.63,1321.17,1743.0,182424.0,45600000.0
2021-05-26,856000,133500,27784,37610,66700,111400,136000,,58400,52400.0,1338.5,3.85,0.29,1335.04,1344.72,1332.49,1785.0,161630.0,45500000.0
2021-05-27,851000,132000,28744,37401,67300,113500,137500,,58300,51300.0,1334.25,-4.25,-0.32,1339.44,1347.88,1319.29,2423.0,245236.0,45500000.0
2021-05-28,852000,132400,29451,37871,67600,117000,137000,,58200,52100.0,1338.94,4.69,0.35,1334.21,1349.7,1330.89,1484.0,148789.0,45500000.0
2021-05-31,868000,129500,29805,38184,67600,114500,139500,,60600,52300.0,1355.95,17.01,1.27,1340.27,1360.61,1340.27,1902.0,222727.0,46200000.0
2021-06-01,872000,131500,29805,38601,67600,112600,140500,,59700,52500.0,1361.57,5.62,0.41,1357.77,1365.61,1356.84,1306.0,141394.0,46400000.0
2021-06-02,854000,130200,29754,39123,67000,112600,139500,,59100,53400.0,1355.62,-5.95,-0.44,1361.59,1367.16,1347.39,1890.0,174235.0,45900000.0
2021-06-03,851000,130200,30411,39071,67800,112600,138500,,58200,55300.0,1364.5,8.88,0.66,1358.09,1369.24,1351.99,2452.0,188320.0,45900000.0
2021-06-04,843000,129300,29148,39592,67000,106900,136500,,57400,55900.0,1356.76,-7.74,-0.57,1367.99,1367.99,1350.68,2339.0,206848.0,45500000.0
2021-06-07,843000,131800,28289,39697,67800,102600,140000,,57800,56200.0,1370.27,13.51,1.0,1356.55,1374.71,1351.97,2246.0,182831.0,45900000.0
