,date,close_price,code
0,2018-08-10,361000,A036570
1,2018-08-13,356000,A036570
2,2018-08-14,385000,A036570
3,2018-08-16,370500,A036570
4,2018-08-17,371500,A036570
5,2018-08-20,367500,A036570
6,2018-08-21,375000,A036570
7,2018-08-22,371000,A036570
8,2018-08-23,385500,A036570
9,2018-08-24,391000,A036570
10,2018-08-27,390000,A036570
11,2018-08-28,393500,A036570
12,2018-08-29,395500,A036570
13,2018-08-30,398000,A036570
14,2018-08-31,387500,A036570
15,2018-09-03,385500,A036570
16,2018-09-04,406000,A036570
17,2018-09-05,394000,A036570
18,2018-09-06,399500,A036570
19,2018-09-07,414500,A036570
20,2018-09-10,423500,A036570
21,2018-09-11,425000,A036570
22,2018-09-12,423500,A036570
23,2018-09-13,435000,A036570
24,2018-09-14,432500,A036570
25,2018-09-17,430000,A036570
26,2018-09-18,432500,A036570
27,2018-09-19,441000,A036570
28,2018-09-20,444500,A036570
29,2018-09-21,449000,A036570
30,2018-09-27,438000,A036570
31,2018-09-28,442500,A036570
32,2018-10-01,455000,A036570
33,2018-10-02,423500,A036570
34,2018-10-04,433000,A036570
35,2018-10-05,417000,A036570
36,2018-10-08,420500,A036570
37,2018-10-10,420000,A036570
38,2018-10-11,404500,A036570
39,2018-10-12,418000,A036570
40,2018-10-15,411500,A036570
41,2018-10-16,421500,A036570
42,2018-10-17,416000,A036570
43,2018-10-18,416000,A036570
44,2018-10-19,422000,A036570
45,2018-10-22,426500,A036570
46,2018-10-23,425000,A036570
47,2018-10-24,421000,A036570
48,2018-10-25,425500,A036570
49,2018-10-26,409500,A036570
50,2018-10-29,404000,A036570
51,2018-10-30,420500,A036570
52,2018-10-31,429500,A036570
53,2018-11-01,431000,A036570
54,2018-11-02,443500,A036570
55,2018-11-05,452500,A036570
56,2018-11-06,449000,A036570
57,2018-11-07,450000,A036570
58,2018-11-08,438000,A036570
59,2018-11-09,440500,A036570
60,2018-11-12,447500,A036570
61,2018-11-13,447000,A036570
62,2018-11-14,458000,A036570
63,2018-11-15,473500,A036570
64,2018-11-16,466000,A036570
65,2018-11-19,467500,A036570
66,2018-11-20,476000,A036570
67,2018-11-21,475500,A036570
68,2018-11-22,479000,A036570
69,2018-11-23,474000,A036570
70,2018-11-26,493000,A036570
71,2018-11-27,485000,A036570
72,2018-11-28,505000,A036570
73,2018-11-29,508000,A036570
74,2018-11-30,512000,A036570
75,2018-12-03,494500,A036570
76,2018-12-04,492500,A036570
77,2018-12-05,498000,A036570
78,2018-12-06,486500,A036570
79,2018-12-07,488500,A036570
80,2018-12-10,497500,A036570
81,2018-12-11,497500,A036570
82,2018-12-12,503000,A036570
83,2018-12-13,509000,A036570
84,2018-12-14,500000,A036570
85,2018-12-17,480000,A036570
86,2018-12-18,477000,A036570
87,2018-12-19,482500,A036570
88,2018-12-20,467500,A036570
89,2018-12-21,480000,A036570
90,2018-12-24,476500,A036570
91,2018-12-26,473500,A036570
92,2018-12-27,484000,A036570
93,2018-12-28,466500,A036570
94,2019-01-02,467000,A036570
95,2019-01-03,454500,A036570
96,2019-01-04,464000,A036570
97,2019-01-07,472500,A036570
98,2019-01-08,469000,A036570
99,2019-01-09,474500,A036570
100,2019-01-10,472000,A036570
101,2019-01-11,489500,A036570
102,2019-01-14,482500,A036570
103,2019-01-15,475500,A036570
104,2019-01-16,465500,A036570
105,2019-01-17,480500,A036570
106,2019-01-18,498000,A036570
107,2019-01-21,498000,A036570
108,2019-01-22,496000,A036570
109,2019-01-23,484000,A036570
110,2019-01-24,473500,A036570
111,2019-01-25,467000,A036570
112,2019-01-28,463500,A036570
113,2019-01-29,465500,A036570
114,2019-01-30,467500,A036570
115,2019-01-31,468500,A036570
116,2019-02-01,474000,A036570
117,2019-02-07,462500,A036570
118,2019-02-08,463500,A036570
119,2019-02-11,452500,A036570
120,2019-02-12,433500,A036570
121,2019-02-13,433000,A036570
122,2019-02-14,448000,A036570
123,2019-02-15,445500,A036570
124,2019-02-18,447000,A036570
125,2019-02-19,446500,A036570
126,2019-02-20,441500,A036570
127,2019-02-21,444000,A036570
128,2019-02-22,430500,A036570
129,2019-02-25,432500,A036570
130,2019-02-26,443000,A036570
131,2019-02-27,449500,A036570
132,2019-02-28,461000,A036570
133,2019-03-04,448000,A036570
134,2019-03-05,445000,A036570
135,2019-03-06,449500,A036570
136,2019-03-07,440000,A036570
137,2019-03-08,430500,A036570
138,2019-03-11,435000,A036570
139,2019-03-12,441000,A036570
140,2019-03-13,438500,A036570
141,2019-03-14,437500,A036570
142,2019-03-15,444500,A036570
143,2019-03-18,448000,A036570
144,2019-03-19,449000,A036570
145,2019-03-20,454500,A036570
146,2019-03-21,463000,A036570
147,2019-03-22,478000,A036570
148,2019-03-25,478500,A036570
149,2019-03-26,481000,A036570
150,2019-03-27,478500,A036570
151,2019-03-28,498000,A036570
152,2019-03-29,496000,A036570
153,2019-04-01,490500,A036570
154,2019-04-02,491500,A036570
155,2019-04-03,498500,A036570
156,2019-04-04,498500,A036570
157,2019-04-05,503000,A036570
158,2019-04-08,498500,A036570
159,2019-04-09,496000,A036570
160,2019-04-10,497500,A036570
161,2019-04-11,505000,A036570
162,2019-04-12,506000,A036570
163,2019-04-15,495000,A036570
164,2019-04-16,509000,A036570
165,2019-04-17,500000,A036570
166,2019-04-18,498500,A036570
167,2019-04-19,491000,A036570
168,2019-04-22,486000,A036570
169,2019-04-23,499000,A036570
170,2019-04-24,505000,A036570
171,2019-04-25,510000,A036570
172,2019-04-26,504000,A036570
173,2019-04-29,511000,A036570
174,2019-04-30,526000,A036570
175,2019-05-02,522000,A036570
176,2019-05-03,519000,A036570
177,2019-05-07,501000,A036570
178,2019-05-08,502000,A036570
179,2019-05-09,490000,A036570
180,2019-05-10,502000,A036570
181,2019-05-13,511000,A036570
182,2019-05-14,500000,A036570
183,2019-05-15,498500,A036570
184,2019-05-16,500000,A036570
185,2019-05-17,493500,A036570
186,2019-05-20,484500,A036570
187,2019-05-21,485000,A036570
188,2019-05-22,487000,A036570
189,2019-05-23,491000,A036570
190,2019-05-24,475000,A036570
191,2019-05-27,480000,A036570
192,2019-05-28,474500,A036570
193,2019-05-29,480000,A036570
194,2019-05-30,476500,A036570
195,2019-05-31,477000,A036570
196,2019-06-03,465000,A036570
197,2019-06-04,457000,A036570
198,2019-06-05,459500,A036570
199,2019-06-07,459500,A036570
200,2019-06-10,474000,A036570
201,2019-06-11,469500,A036570
202,2019-06-12,470000,A036570
203,2019-06-13,470500,A036570
204,2019-06-14,469500,A036570
205,2019-06-17,468500,A036570
206,2019-06-18,457000,A036570
207,2019-06-19,466500,A036570
208,2019-06-20,484500,A036570
209,2019-06-21,485000,A036570
210,2019-06-24,481500,A036570
211,2019-06-25,474500,A036570
212,2019-06-26,475500,A036570
213,2019-06-27,481000,A036570
214,2019-06-28,477000,A036570
215,2019-07-01,468000,A036570
216,2019-07-02,459000,A036570
217,2019-07-03,468500,A036570
218,2019-07-04,468500,A036570
219,2019-07-05,480000,A036570
220,2019-07-08,478000,A036570
221,2019-07-09,484500,A036570
222,2019-07-10,486500,A036570
223,2019-07-11,490500,A036570
224,2019-07-12,497500,A036570
225,2019-07-15,497000,A036570
226,2019-07-16,500000,A036570
227,2019-07-17,493000,A036570
228,2019-07-18,495500,A036570
229,2019-07-19,502000,A036570
230,2019-07-22,500000,A036570
231,2019-07-23,498500,A036570
232,2019-07-24,493000,A036570
233,2019-07-25,490000,A036570
234,2019-07-26,492000,A036570
235,2019-07-29,485000,A036570
236,2019-07-30,481500,A036570
237,2019-07-31,481500,A036570
238,2019-08-01,502000,A036570
239,2019-08-02,520000,A036570
240,2019-08-05,522000,A036570
241,2019-08-06,508000,A036570
242,2019-08-07,511000,A036570
243,2019-08-08,520000,A036570
244,2019-08-09,528000,A036570
245,2019-08-12,524000,A036570
246,2019-08-13,522000,A036570
247,2019-08-14,523000,A036570
248,2019-08-16,518000,A036570
249,2019-08-19,528000,A036570
250,2019-08-20,539000,A036570
251,2019-08-21,536000,A036570
252,2019-08-22,539000,A036570
253,2019-08-23,531000,A036570
254,2019-08-26,531000,A036570
255,2019-08-27,531000,A036570
256,2019-08-28,539000,A036570
257,2019-08-29,534000,A036570
258,2019-08-30,537000,A036570
259,2019-09-02,550000,A036570
260,2019-09-03,550000,A036570
261,2019-09-04,551000,A036570
262,2019-09-05,543000,A036570
263,2019-09-06,552000,A036570
264,2019-09-09,552000,A036570
265,2019-09-10,551000,A036570
266,2019-09-11,544000,A036570
267,2019-09-16,528000,A036570
268,2019-09-17,522000,A036570
269,2019-09-18,524000,A036570
270,2019-09-19,525000,A036570
271,2019-09-20,521000,A036570
272,2019-09-23,522000,A036570
273,2019-09-24,527000,A036570
274,2019-09-25,522000,A036570
275,2019-09-26,530000,A036570
276,2019-09-27,523000,A036570
277,2019-09-30,521000,A036570
278,2019-10-01,526000,A036570
279,2019-10-02,510000,A036570
280,2019-10-04,506000,A036570
281,2019-10-07,511000,A036570
282,2019-10-08,521000,A036570
283,2019-10-10,521000,A036570
284,2019-10-11,516000,A036570
285,2019-10-14,518000,A036570
286,2019-10-15,517000,A036570
287,2019-10-16,506000,A036570
288,2019-10-17,516000,A036570
289,2019-10-18,515000,A036570
290,2019-10-21,534000,A036570
291,2019-10-22,524000,A036570
292,2019-10-23,523000,A036570
293,2019-10-24,529000,A036570
