,date,close_price,code
0,2018-08-10,142000,A078340
1,2018-08-13,137600,A078340
2,2018-08-14,143300,A078340
3,2018-08-16,142700,A078340
4,2018-08-17,142100,A078340
5,2018-08-20,142500,A078340
6,2018-08-21,151100,A078340
7,2018-08-22,146800,A078340
8,2018-08-23,150000,A078340
9,2018-08-24,153700,A078340
10,2018-08-27,154800,A078340
11,2018-08-28,149100,A078340
12,2018-08-29,147300,A078340
13,2018-08-30,146500,A078340
14,2018-08-31,155900,A078340
15,2018-09-03,156000,A078340
16,2018-09-04,159000,A078340
17,2018-09-05,152500,A078340
18,2018-09-06,151000,A078340
19,2018-09-07,148100,A078340
20,2018-09-10,150800,A078340
21,2018-09-11,153300,A078340
22,2018-09-12,153500,A078340
23,2018-09-13,150600,A078340
24,2018-09-14,144300,A078340
25,2018-09-17,145900,A078340
26,2018-09-18,144800,A078340
27,2018-09-19,150300,A078340
28,2018-09-20,151800,A078340
29,2018-09-21,154900,A078340
30,2018-09-27,146400,A078340
31,2018-09-28,146600,A078340
32,2018-10-01,145600,A078340
33,2018-10-02,151600,A078340
34,2018-10-04,149100,A078340
35,2018-10-05,148500,A078340
36,2018-10-08,148300,A078340
37,2018-10-10,142600,A078340
38,2018-10-11,138100,A078340
39,2018-10-12,145200,A078340
40,2018-10-15,139900,A078340
41,2018-10-16,139000,A078340
42,2018-10-17,142500,A078340
43,2018-10-18,142500,A078340
44,2018-10-19,147000,A078340
45,2018-10-22,151000,A078340
46,2018-10-23,147500,A078340
47,2018-10-24,143000,A078340
48,2018-10-25,140700,A078340
49,2018-10-26,137000,A078340
50,2018-10-29,128700,A078340
51,2018-10-30,130200,A078340
52,2018-10-31,128100,A078340
53,2018-11-01,121900,A078340
54,2018-11-02,132500,A078340
55,2018-11-05,138400,A078340
56,2018-11-06,138700,A078340
57,2018-11-07,122300,A078340
58,2018-11-08,125000,A078340
59,2018-11-09,125700,A078340
60,2018-11-12,126400,A078340
61,2018-11-13,125800,A078340
62,2018-11-14,121300,A078340
63,2018-11-15,128400,A078340
64,2018-11-16,128700,A078340
65,2018-11-19,135700,A078340
66,2018-11-20,132500,A078340
67,2018-11-21,132500,A078340
68,2018-11-22,131800,A078340
69,2018-11-23,133600,A078340
70,2018-11-26,134200,A078340
71,2018-11-27,139700,A078340
72,2018-11-28,140100,A078340
73,2018-11-29,139100,A078340
74,2018-11-30,141000,A078340
75,2018-12-03,145000,A078340
76,2018-12-04,141100,A078340
77,2018-12-05,139400,A078340
78,2018-12-06,138100,A078340
79,2018-12-07,143000,A078340
80,2018-12-10,141600,A078340
81,2018-12-11,133500,A078340
82,2018-12-12,135900,A078340
83,2018-12-13,137700,A078340
84,2018-12-14,123800,A078340
85,2018-12-17,124000,A078340
86,2018-12-18,121700,A078340
87,2018-12-19,131000,A078340
88,2018-12-20,129600,A078340
89,2018-12-21,132300,A078340
90,2018-12-24,132000,A078340
91,2018-12-26,132500,A078340
92,2018-12-27,130600,A078340
93,2018-12-28,129000,A078340
94,2019-01-02,125000,A078340
95,2019-01-03,123100,A078340
96,2019-01-04,125100,A078340
97,2019-01-07,125300,A078340
98,2019-01-08,121900,A078340
99,2019-01-09,121700,A078340
100,2019-01-10,115000,A078340
101,2019-01-11,113900,A078340
102,2019-01-14,108400,A078340
103,2019-01-15,111800,A078340
104,2019-01-16,111500,A078340
105,2019-01-17,109600,A078340
106,2019-01-18,113800,A078340
107,2019-01-21,111500,A078340
108,2019-01-22,111300,A078340
109,2019-01-23,110700,A078340
110,2019-01-24,109300,A078340
111,2019-01-25,110700,A078340
112,2019-01-28,112200,A078340
113,2019-01-29,110100,A078340
114,2019-01-30,110900,A078340
115,2019-01-31,114600,A078340
116,2019-02-01,112900,A078340
117,2019-02-07,114800,A078340
118,2019-02-08,122500,A078340
119,2019-02-11,120200,A078340
120,2019-02-12,118900,A078340
121,2019-02-13,120800,A078340
122,2019-02-14,122400,A078340
123,2019-02-15,119800,A078340
124,2019-02-18,122900,A078340
125,2019-02-19,119800,A078340
126,2019-02-20,122500,A078340
127,2019-02-21,121400,A078340
128,2019-02-22,122300,A078340
129,2019-02-25,121900,A078340
130,2019-02-26,121500,A078340
131,2019-02-27,122400,A078340
132,2019-02-28,121800,A078340
133,2019-03-04,116500,A078340
134,2019-03-05,117200,A078340
135,2019-03-06,118000,A078340
136,2019-03-07,111700,A078340
137,2019-03-08,114500,A078340
138,2019-03-11,109800,A078340
139,2019-03-12,110600,A078340
140,2019-03-13,102200,A078340
141,2019-03-14,102800,A078340
142,2019-03-15,103800,A078340
143,2019-03-18,104700,A078340
144,2019-03-19,102400,A078340
145,2019-03-20,102400,A078340
146,2019-03-21,103500,A078340
147,2019-03-22,102500,A078340
148,2019-03-25,100000,A078340
149,2019-03-26,102900,A078340
150,2019-03-27,103100,A078340
151,2019-03-28,102800,A078340
152,2019-03-29,104400,A078340
153,2019-04-01,104700,A078340
154,2019-04-02,106000,A078340
155,2019-04-03,106400,A078340
156,2019-04-04,104700,A078340
157,2019-04-05,105900,A078340
158,2019-04-08,104000,A078340
159,2019-04-09,103500,A078340
160,2019-04-10,103900,A078340
161,2019-04-11,105900,A078340
162,2019-04-12,105600,A078340
163,2019-04-15,106500,A078340
164,2019-04-16,106800,A078340
165,2019-04-17,105400,A078340
166,2019-04-18,104000,A078340
167,2019-04-19,103600,A078340
168,2019-04-22,104200,A078340
169,2019-04-23,103100,A078340
170,2019-04-24,100800,A078340
171,2019-04-25,99000,A078340
172,2019-04-26,98700,A078340
173,2019-04-29,98600,A078340
174,2019-04-30,99800,A078340
175,2019-05-02,100900,A078340
176,2019-05-03,100600,A078340
177,2019-05-07,101300,A078340
178,2019-05-08,99900,A078340
179,2019-05-09,96400,A078340
180,2019-05-10,100500,A078340
181,2019-05-13,99800,A078340
182,2019-05-14,98500,A078340
183,2019-05-15,99600,A078340
184,2019-05-16,101200,A078340
185,2019-05-17,99700,A078340
186,2019-05-20,97000,A078340
187,2019-05-21,100000,A078340
188,2019-05-22,98300,A078340
189,2019-05-23,97400,A078340
190,2019-05-24,96400,A078340
191,2019-05-27,93000,A078340
192,2019-05-28,96300,A078340
193,2019-05-29,94500,A078340
194,2019-05-30,96700,A078340
195,2019-05-31,97700,A078340
196,2019-06-03,98600,A078340
197,2019-06-04,96900,A078340
198,2019-06-05,99500,A078340
199,2019-06-07,99900,A078340
200,2019-06-10,99300,A078340
201,2019-06-11,100000,A078340
202,2019-06-12,99400,A078340
203,2019-06-13,98600,A078340
204,2019-06-14,98000,A078340
205,2019-06-17,95700,A078340
206,2019-06-18,101600,A078340
207,2019-06-19,101100,A078340
208,2019-06-20,104800,A078340
209,2019-06-21,104700,A078340
210,2019-06-24,101600,A078340
211,2019-06-25,101200,A078340
212,2019-06-26,101600,A078340
213,2019-06-27,103100,A078340
214,2019-06-28,101500,A078340
215,2019-07-01,101600,A078340
216,2019-07-02,99600,A078340
217,2019-07-03,96700,A078340
218,2019-07-04,96700,A078340
219,2019-07-05,98100,A078340
220,2019-07-08,96600,A078340
221,2019-07-09,96000,A078340
222,2019-07-10,95500,A078340
223,2019-07-11,97000,A078340
224,2019-07-12,96900,A078340
225,2019-07-15,96200,A078340
226,2019-07-16,96100,A078340
227,2019-07-17,94400,A078340
228,2019-07-18,93400,A078340
229,2019-07-19,93000,A078340
230,2019-07-22,93000,A078340
231,2019-07-23,93300,A078340
232,2019-07-24,92100,A078340
233,2019-07-25,90500,A078340
234,2019-07-26,91000,A078340
235,2019-07-29,88000,A078340
236,2019-07-30,88200,A078340
237,2019-07-31,88300,A078340
238,2019-08-01,88900,A078340
239,2019-08-02,87500,A078340
240,2019-08-05,81700,A078340
241,2019-08-06,80900,A078340
242,2019-08-07,84300,A078340
243,2019-08-08,85100,A078340
244,2019-08-09,86200,A078340
245,2019-08-12,88800,A078340
246,2019-08-13,86800,A078340
247,2019-08-14,88500,A078340
248,2019-08-16,88300,A078340
249,2019-08-19,91000,A078340
250,2019-08-20,90500,A078340
251,2019-08-21,92100,A078340
252,2019-08-22,91000,A078340
253,2019-08-23,90500,A078340
254,2019-08-26,87900,A078340
255,2019-08-27,91000,A078340
256,2019-08-28,92800,A078340
257,2019-08-29,94000,A078340
258,2019-08-30,94000,A078340
259,2019-09-02,97000,A078340
260,2019-09-03,93600,A078340
261,2019-09-04,94400,A078340
262,2019-09-05,94000,A078340
263,2019-09-06,93200,A078340
264,2019-09-09,93500,A078340
265,2019-09-10,94500,A078340
266,2019-09-11,94700,A078340
267,2019-09-16,95500,A078340
268,2019-09-17,95200,A078340
269,2019-09-18,94300,A078340
270,2019-09-19,94000,A078340
271,2019-09-20,95500,A078340
272,2019-09-23,95400,A078340
273,2019-09-24,96200,A078340
274,2019-09-25,94200,A078340
275,2019-09-26,94300,A078340
276,2019-09-27,94600,A078340
277,2019-09-30,93300,A078340
278,2019-10-01,94500,A078340
279,2019-10-02,94800,A078340
280,2019-10-04,93500,A078340
281,2019-10-07,93800,A078340
282,2019-10-08,94100,A078340
283,2019-10-10,93400,A078340
284,2019-10-11,90800,A078340
285,2019-10-14,91900,A078340
286,2019-10-15,91800,A078340
287,2019-10-16,91300,A078340
288,2019-10-17,90600,A078340
289,2019-10-18,90500,A078340
290,2019-10-21,90800,A078340
291,2019-10-22,99600,A078340
292,2019-10-23,100000,A078340
293,2019-10-24,99600,A078340
294,2019-10-25,100200,A078340
295,2019-10-28,98000,A078340
296,2019-10-29,96600,A078340
297,2019-10-30,93000,A078340
298,2019-10-31,98300,A078340
299,2019-11-01,97100,A078340
300,2019-11-04,99000,A078340
301,2019-11-05,99400,A078340
302,2019-11-06,99200,A078340
303,2019-11-07,97000,A078340
304,2019-11-08,99800,A078340
305,2019-11-11,98000,A078340
306,2019-11-12,103200,A078340
307,2019-11-13,103700,A078340
308,2019-11-14,103000,A078340
309,2019-11-15,102300,A078340
310,2019-11-18,103600,A078340
311,2019-11-19,102000,A078340
312,2019-11-20,100000,A078340
313,2019-11-21,98500,A078340
314,2019-11-22,101000,A078340
315,2019-11-25,102500,A078340
